Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,0,0,1,0.6848131000006106,left,0,0.4830700999991677,None,-2,1,1 without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_16h12.19.038,Rewa's Exp,2023.1.2,59.98803838485027,
