key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
15.374518499999795,space,5.175233299999945,,ghch,1 - without skip,"57:43, 54:46","2.0s, 1.5s",2023-07-18_16h02.39.247,Rewa's Exp,2023.1.2,59.975194259558684,
,,,20.579919699999664,,,,,,,,,
