Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,DotsshowRT,response.keys,response.corr,total_score,Left_3.started,response_2.keys,response_2.corr,response_3.keys,response_3.corr,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,0,0,2,,,,,,,,,,,,,2.717613099999653,None,0,-2,,,,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,1,1,3,,,,,,,,,,,,,2.7844884999994974,None,0,-4,,,,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,2,2,0,,,,,,,,,,,,,3.350899400000344,None,0,-6,,,,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,3,3,1,,,,,,,,,,,,,2.784462700000404,None,0,-8,,,,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,0,0,1,,,,,,,,,2.1675930000001244,,,-10,40.12705410000035,None,0,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,0,1,1,3,,,,,,,,,2.384115999999267,,,-12,46.090709800000695,None,0,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,0,2,2,0,,,,,,,,,2.6843250000001717,,,-14,52.11432270000023,None,0,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,0,3,3,2,,,,,,,,,2.8844927999998617,,,-16,58.4149223000004,None,0,,,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,,,,,0,0,0,1,,,,,1.9344977000000654,,,-18,,,,None,0,157536,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_13h51.38.609,Rewa's Exp,2023.1.2,59.94449140103464,
