Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,0,0,3,0.5347965999990265,right,0,0.3440117000009195,None,-2,820148,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_15h55.39.053,Rewa's Exp,2023.1.2,59.97102200252517,
