trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Duration,Countdown,color1,color2,correct,screenshot,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,14.406462399987504,space,1.3866509000072256,,vv,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-18_15h15.24.090,Rewa's Exp,2023.1.2,60.00272413044787,
,,,,,,,,,,,,,,,,,None,vv,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-18_15h15.24.090,Rewa's Exp,2023.1.2,60.00272413044787,
