Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,DotsshowRT,response.keys,response.corr,total_score,Left_3.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,0,0,2,,,,,2.734599700000217,None,0,-2,,165902,1 - without skip,"57:43, 54:46","2.5s, 2.0s",2023-07-13_13h40.05.848,Rewa's Exp,2023.1.2,60.004056274092925,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,1,1,1,,,,,2.717911599999752,None,0,-4,,165902,1 - without skip,"57:43, 54:46","2.5s, 2.0s",2023-07-13_13h40.05.848,Rewa's Exp,2023.1.2,60.004056274092925,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,2,2,0,,,,,3.3175224999995407,None,0,-6,,165902,1 - without skip,"57:43, 54:46","2.5s, 2.0s",2023-07-13_13h40.05.848,Rewa's Exp,2023.1.2,60.004056274092925,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,3,3,3,,,,,2.7677623999998104,None,0,-8,,165902,1 - without skip,"57:43, 54:46","2.5s, 2.0s",2023-07-13_13h40.05.848,Rewa's Exp,2023.1.2,60.004056274092925,
,,,,,,,,,,,,,,,,,,,,,36.61554290000004,,,,,,,,,
