Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,key_skip.keys,key_skip.rt,total_score,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,0,0,2,0.6683269999994081,None,0,space,0.4955681999999797,0,400906,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_14h39.50.899,Rewa's Exp,2023.1.2,60.00366022342128,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,1,1,1,1.3347946000012598,None,0,space,0.5938000000005559,0,400906,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_14h39.50.899,Rewa's Exp,2023.1.2,60.00366022342128,
