trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.966054799999938,space,4.552117500000122,,,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_15h47.00.523,Rewa's Exp,2023.1.2,60.01302282599541,
,,,,,,,,,,,,,,,,None,,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_15h47.00.523,Rewa's Exp,2023.1.2,60.01302282599541,
