key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
14.507532399999945,space,1.0158439000001636,,fhg,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_16h10.05.876,Rewa's Exp,2023.1.2,59.963254517549906,
,,,15.545455299999958,,,,,,,,,
