Duration,Countdown,color1,color2,correct,screenshot,n,key_skip_4.keys_raw,,response_4.corr_mean,response_4.corr_raw,,response_4.corr_std,response_4.keys_raw,,response_4.rt_mean,response_4.rt_raw,,response_4.rt_std,order,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,2.0,, ,0.0,0.0, 0.0,0.0,'left', 'left',0.998498797416687,0.9254605174064636, 1.0715370178222656,0.10329168401602173,0.0, 7.0
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,2.0,, ,0.5,0.0, 1.0,0.7071067811865476,'left', 'right',0.8620169758796692,1.0741852521896362, 0.6498486995697021,0.3000512538628777,2.0, 4.0
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,2.0,, ,0.5,0.0, 1.0,0.7071067811865476,'right', 'left',1.4470072984695435,1.3117073774337769, 1.58230721950531,0.19134298331678995,3.0, 5.0
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,2.0,, ,0.0,0.0, 0.0,0.0,'right', 'right',0.9304019212722778,0.9899606704711914, 0.8708431720733643,0.0842287908750813,1.0, 6.0

extraInfo
participant,Tokka
Task,1 - without skip
Dot Ratio,"54:46, 51:49"
Deadline,"2.5s, 2.0s"
date,2023-07-20_14h33.55.870
expName,Rewa's Exp
psychopyVersion,2023.1.2
frameRate,59.99692815724245
﻿Duration,Countdown,color1,color2,correct,screenshot,n,key_skip_4.keys_raw,,response_4.corr_mean,response_4.corr_raw,,response_4.corr_std,response_4.keys_raw,,response_4.rt_mean,response_4.rt_raw,,response_4.rt_std,order,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,2.0,, ,1.0,1.0, 1.0,0.0,'right', 'right',0.9694947004318237,0.9986323118209839, 0.9403570890426636,0.04120680520170705,1.0, 7.0
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,2.0,, ,1.0,1.0, 1.0,0.0,'right', 'right',0.8488432168960571,0.7209460139274597, 0.9767404198646545,0.18087395902777495,0.0, 4.0
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,2.0,, ,1.0,1.0, 1.0,0.0,'left', 'left',1.0652750730514526,1.179826259613037, 0.9507238864898682,0.16199984162132341,2.0, 6.0
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,2.0,, ,0.5,0.0, 1.0,0.7071067811865476,'right', 'left',0.8852632641792297,0.9401295185089111, 0.8303970098495483,0.07759260098964699,3.0, 5.0

extraInfo
participant,Tokka
Task,1 - without skip
Dot Ratio,"54:46, 51:49"
Deadline,"2.5s, 2.0s"
date,2023-07-20_14h33.55.870
expName,Rewa's Exp
psychopyVersion,2023.1.2
frameRate,59.99692815724245
﻿Duration,Countdown,color1,color2,correct,screenshot,n,key_skip_4.keys_raw,,response_4.corr_mean,response_4.corr_raw,,response_4.corr_std,response_4.keys_raw,,response_4.rt_mean,response_4.rt_raw,,response_4.rt_std,order,
