trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Duration,Countdown,color1,color2,correct,screenshot,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,17.378007000000025,space,1.2387112999999772,,rt,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-18_15h53.55.402,Rewa's Exp,2023.1.2,60.030747749010864,
,,,,,,,,,,,,,,,,,,,,,,,,,None,rt,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-18_15h53.55.402,Rewa's Exp,2023.1.2,60.030747749010864,
