Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,0,0,3,1.2843904999990627,left,1,1.0943053000009968,None,1,331418,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_15h53.43.661,Rewa's Exp,2023.1.2,59.961241053575435,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,1,1,1,2.8014413000000786,None,0,,None,-1,331418,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-13_15h53.43.661,Rewa's Exp,2023.1.2,59.961241053575435,
