Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,Dot_ratio,current_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,key_skip_2.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,1,3,7,3,,,,,0,0,0,1,0,0,0,1,,,,,,,,403.21496300000035,404.991134599999,1.7761715999986336,left,1,1.7557737000024645,None,29,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,,,,,0,0,0,2,0,0,0,1,0,0,0,1,,,,,,,,408.90965359999973,410.27439239999876,1.3647387999990315,,,,,30,57:43,1,414.7785163999997,left,1,1.332758600001398,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,0,1,1,1,0,0,0,1,0,0,0,1,,,,,,,,414.1875812999988,415.9577817999998,1.7702005000010104,,,,,31,57:43,1,420.0565431999985,right,1,1.7501220000012836,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,3,0,3,0,,,,,0,2,2,0,0,0,0,1,0,0,0,1,,,,,,,,419.90139929999896,421.1412132000005,1.2398139000015362,,,,,32,57:43,1,425.7704378999988,right,1,1.212557700002435,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,0,3,3,3,0,0,0,1,0,0,0,1,,,,,,,,425.05786799999987,426.94129749999956,1.8834294999996928,,,,,33,57:43,1,430.92689189999874,left,1,1.8646516000007978,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,3,0,3,0,,,,,1,0,4,0,0,0,0,1,0,0,0,1,,,,,,,,430.85361980000016,432.14112919999934,1.2875093999991805,,,,,31,57:43,-2,436.7226335999985,left,0,1.2684380000009696,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,1,1,5,3,0,0,0,1,0,0,0,1,,,,,,,,436.0611504999997,437.5910917000001,1.529941200000394,,,,,32,57:43,1,441.9301667999989,left,1,1.500838100002511,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,,,,,1,2,6,2,0,0,0,1,0,0,0,1,,,,,,,,441.5162081999988,442.95783870000014,1.441630500001338,,,,,33,57:43,1,447.385124299999,left,1,1.4221221000025253,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,1,3,7,1,0,0,0,1,0,0,0,1,,,,,,,,446.88268400000015,448.64111930000035,1.758435300000201,,,,,31,57:43,-2,452.7516513999999,left,0,1.7353452000006655,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,,,,,,,,,0,0,0,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,455.67207249999956,455.67207249999956,455.67207249999956,455.67207249999956,space,1.847026300001744,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,0,0,0,1,,,,,0,0,0,2,0,0,0,2,,,,,,,,454.4496199999994,455.9247290000003,1.4751090000008844,right,1,1.456842700001289,None,32,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,4,0,4,0,0,1,1,2,,,,,0,0,0,2,0,0,0,2,,,,,,,,459.8853225999992,461.2744279999988,1.3891053999996075,left,1,1.3649523000021873,None,33,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,0,2,2,3,,,,,0,0,0,2,0,0,0,2,,,,,,,,465.2012854000004,466.7746600999999,1.5733746999994764,left,1,1.5442423000004055,None,34,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,0,3,3,0,,,,,0,0,0,2,0,0,0,2,,,,,,,,470.71342340000047,472.02491419999933,1.3114907999988645,right,1,1.2798481000008906,None,35,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,4,0,4,0,1,0,4,2,,,,,0,0,0,2,0,0,0,2,,,,,,,,475.9865515999991,477.34112540000024,1.3545738000011625,left,1,1.3358795000003738,None,36,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,1,1,5,1,,,,,0,0,0,2,0,0,0,2,,,,,,,,481.3103934999999,483.1076918999988,1.7972983999989083,right,1,1.7708932000023196,None,37,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,1,2,6,0,,,,,0,0,0,2,0,0,0,2,,,,,,,,487.0438820999989,488.35800579999886,1.314123699999982,right,1,1.2850880000023608,None,38,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,1,3,7,3,,,,,0,0,0,2,0,0,0,2,,,,,,,,492.3215433000005,493.99156609999955,1.6700227999990602,left,1,1.6480451000006724,None,39,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,4,0,4,0,,,,,0,0,0,2,0,0,0,2,0,0,0,2,,,,,,,,497.91446449999967,499.16397809999944,1.2495135999997729,,,,,37,57:43,-2,503.7834079999993,right,0,1.2145405000010214,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,0,1,1,1,0,0,0,2,0,0,0,2,,,,,,,,503.06913220000024,504.7243916999996,1.6552594999993744,,,,,35,57:43,-2,508.9380846999993,left,0,1.6373438000009628,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,,,,,0,2,2,0,0,0,0,2,0,0,0,2,,,,,,,,508.6268258,509.7912202999996,1.1643944999996165,,,,,36,57:43,1,514.4958471999998,right,1,1.134302900001785,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,,,,,0,3,3,3,0,0,0,2,0,0,0,2,,,,,,,,513.6978151999992,515.1909728999999,1.4931577000006655,,,,,37,57:43,1,519.5668357999984,left,1,1.4725374000008742,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,,,,,1,0,4,3,0,0,0,2,0,0,0,2,,,,,,,,519.136802699999,520.5910800000001,1.4542773000011948,,,,,35,57:43,-2,525.0057946999987,right,0,1.4323876000016753,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,,,,,1,1,5,0,0,0,0,2,0,0,0,2,,,,,,,,524.5035736999998,525.6244377999992,1.1208640999993804,,,,,33,57:43,-2,530.3723796999984,left,0,1.0902169000019057,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,4,0,4,0,,,,,1,2,6,2,0,0,0,2,0,0,0,2,,,,,,,,529.5359006999988,530.7577096000005,1.2218089000016334,,,,,34,57:43,1,535.4049001999992,left,1,1.1940704000026017,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,1,3,7,1,0,0,0,2,0,0,0,2,,,,,,,,534.653620699999,536.3577587999989,1.7041380999999092,,,,,35,57:43,1,540.5225654999995,right,1,1.6838349000008748,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,,,,,0,0,0,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,543.3640548999992,543.3640548999992,543.3640548999992,543.3640548999992,space,11.114634000001388,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,5,0,5,0,0,0,0,0,,,,,0,0,0,3,0,0,0,1,,,,,,,,551.4529977999991,552.940908999999,1.4879111999998713,None,0,,None,33,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,0,1,1,3,,,,,0,0,0,3,0,0,0,1,,,,,,,,556.8457932000001,558.1585493000002,1.3127561000001151,left,1,1.292053200002556,None,34,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,5,0,5,0,0,2,2,2,,,,,0,0,0,3,0,0,0,1,,,,,,,,562.0878914000004,563.5576437,1.4697522999995272,left,1,1.4415759000003163,None,35,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,0,3,3,1,,,,,0,0,0,3,0,0,0,1,,,,,,,,567.4786231999988,569.1411970999998,1.6625739000010071,right,1,1.6436980000016774,None,36,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,1,0,4,1,,,,,0,0,0,3,0,0,0,1,,,,,,,,573.0359209999988,574.9743311999991,1.9384102000003622,right,1,1.9098451000008936,None,37,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,5,0,5,0,1,1,5,2,,,,,0,0,0,3,0,0,0,1,,,,,,,,578.8863899999997,580.1244083000001,1.2380183000004763,left,1,1.2107281000007788,None,38,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,5,0,5,0,1,2,6,0,,,,,0,0,0,3,0,0,0,1,,,,,,,,584.0451651000003,585.2910513999996,1.2458862999992562,right,1,1.2196063000010327,None,39,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,1,3,7,3,,,,,0,0,0,3,0,0,0,1,,,,,,,,589.205505599999,590.9743940999997,1.7688885000006849,left,1,1.739606700000877,None,40,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,,,,,0,0,0,3,0,0,0,3,0,0,0,1,,,,,,,,594.9168754000002,596.4741956999987,1.557320299998537,,,,,38,57:43,-2,600.785717499999,right,0,1.5330124000010983,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,5,0,5,0,,,,,0,1,1,0,0,0,0,3,0,0,0,1,,,,,,,,600.4013782000002,601.8744836999995,1.473105499999292,,,,,39,57:43,1,606.2703985999997,right,1,1.4478881000013644,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,5,0,5,0,,,,,0,2,2,2,0,0,0,3,0,0,0,1,,,,,,,,605.7852445999997,607.0578370000003,1.2725924000005762,,,,,40,57:43,1,611.6541255999982,left,1,1.23974090000047,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,,,,,0,3,3,1,0,0,0,3,0,0,0,1,,,,,,,,611.0195504000003,612.5242665000005,1.5047161000002234,,,,,41,57:43,1,616.8884384999983,right,1,1.486187600001358,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,,,,,1,0,4,3,0,0,0,3,0,0,0,1,,,,,,,,616.4274893000002,617.9579448999993,1.5304555999991862,,,,,42,57:43,1,622.2963631999992,left,1,1.5023166999999376,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,5,0,5,0,,,,,1,1,5,0,0,0,0,3,0,0,0,1,,,,,,,,621.8891647,623.2743434999993,1.3851787999992666,,,,,43,57:43,1,627.7582226999984,right,1,1.359517800001413,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,5,0,5,0,,,,,1,2,6,2,0,0,0,3,0,0,0,1,,,,,,,,627.2158651999998,628.5910138999989,1.3751486999990448,,,,,44,57:43,1,633.0848979999992,left,1,1.3538622000014584,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,,,,,1,3,7,1,0,0,0,3,0,0,0,1,,,,,,,,632.4909296999995,634.174284499999,1.6833547999995062,,,,,45,57:43,1,638.3598386999984,right,1,1.6538698000022123,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,5,0,5,0,,,,,,,,,0,0,0,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,641.2082505999988,641.2082505999988,641.2082505999988,641.2082505999988,space,3.701291300001685,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,0,0,0,1,,,,,0,0,0,2,0,0,0,2,,,,,,,,641.8776595999989,643.7241961999989,1.8465366000000358,right,1,1.8277567000004638,None,46,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,6,0,6,0,0,1,1,0,,,,,0,0,0,2,0,0,0,2,,,,,,,,647.6170504999991,648.7743167999997,1.1572663000006287,right,1,1.1365070000010746,None,47,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,0,2,2,3,,,,,0,0,0,2,0,0,0,2,,,,,,,,652.6790209999999,654.6578522,1.9788312000000587,left,1,1.9462880000010045,None,48,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,6,0,6,0,0,3,3,2,,,,,0,0,0,2,0,0,0,2,,,,,,,,658.5727038999994,659.9577162999994,1.3850124000000505,left,1,1.3658050000012736,None,49,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,6,0,6,0,1,0,4,0,,,,,0,0,0,2,0,0,0,2,,,,,,,,663.8700052999993,665.1412505999997,1.2712453000003734,left,0,1.2511225000016566,None,47,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,1,1,5,1,,,,,0,0,0,2,0,0,0,2,,,,,,,,669.0783109000004,670.6242220000004,1.545911100000012,right,1,1.522309200001473,None,48,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,6,0,6,0,1,2,6,2,,,,,0,0,0,2,0,0,0,2,,,,,,,,674.5523410999995,675.9079246000001,1.3555835000006482,left,1,1.328253500001665,None,49,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,1,3,7,3,,,,,0,0,0,2,0,0,0,2,,,,,,,,679.8679474,681.8416395999993,1.9736921999992774,None,0,,None,47,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,,,,,0,0,0,3,0,0,0,2,0,0,0,2,,,,,,,,685.7917851000002,687.6908903999993,1.8991052999990643,,,,,48,57:43,1,691.6607302999982,left,1,1.87449160000142,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,6,0,6,0,,,,,0,1,1,2,0,0,0,2,0,0,0,2,,,,,,,,691.5905423999993,692.9241824000001,1.3336400000007416,,,,,49,57:43,1,697.4594664999986,left,1,1.3071357000007993,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,,,,,0,2,2,1,0,0,0,2,0,0,0,2,,,,,,,,696.8261070999997,698.6575749999993,1.8314678999995522,,,,,50,57:43,1,702.6949729999997,right,1,1.8146800000013172,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,6,0,6,0,,,,,0,3,3,0,0,0,0,2,0,0,0,2,,,,,,,,702.5831323000002,704.0079136999993,1.4247813999991195,,,,,48,57:43,-2,708.4521335999998,left,0,1.4032424000015453,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,,,,,1,0,4,3,0,0,0,2,0,0,0,2,,,,,,,,707.9246975999995,709.2906877000005,1.3659901000009995,,,,,49,57:43,1,713.7934057999992,left,1,1.3414644000004046,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,,,,,1,1,5,1,0,0,0,2,0,0,0,2,,,,,,,,713.1952786000002,714.9416438999997,1.7463652999995247,,,,,50,57:43,1,719.0642666999993,right,1,1.7259474000002228,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,6,0,6,0,,,,,1,2,6,2,0,0,0,2,0,0,0,2,,,,,,,,718.8733663000003,720.2407547000003,1.3673883999999816,,,,,51,57:43,1,724.7423699999999,left,1,1.3352923000020382,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,6,0,6,0,,,,,1,3,7,0,0,0,0,2,0,0,0,2,,,,,,,,724.1480897000001,725.3576636999987,1.2095739999986108,,,,,52,57:43,1,730.0170439999984,right,1,1.1898586000006617,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,,,,,,,,,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,732.3623492999996,732.3623492999996,732.3623492999996,732.3623492999996,space,2.795188700001745,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,0,0,0,3,,,,,0,0,0,1,0,0,0,1,,,,,,,,732.0971281999991,733.7906955999988,1.6935673999996652,left,1,1.663888400002179,None,53,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,7,0,7,0,0,1,1,0,,,,,0,0,0,1,0,0,0,1,,,,,,,,737.741506299999,739.1075552999991,1.3660490000002028,right,1,1.3482356000022264,None,54,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,7,0,7,0,0,2,2,2,,,,,0,0,0,1,0,0,0,1,,,,,,,,743.0203820999996,744.5074748999996,1.4870928000000276,left,1,1.4697735000008834,None,55,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
