Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,response_4.rt,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,20.597963500011247,space,0.6702890000015032,,,,,,,,,,,,,,,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.294708600005833,space,0.6851995999895735,,,,,,,,,,,,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,,,,,,,,,,,,19.292188700012048,19.712257300008787,0.42006859999673907,left,1,0.3965974000020651,None,1,54:46,1,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,1,,,,,,,,,,,,23.68044880000525,24.045365400001174,0.3649165999959223,right,1,0.34494929999345914,None,2,54:46,1,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,0,2,2,0,,,,,,,,,,,,27.98226180000347,28.378767400005017,0.39650560000154655,right,1,0.3716816999949515,None,3,54:46,1,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,0,3,3,2,,,,,,,,,,,,32.325969100013026,33.64521690001129,1.3192477999982657,right,0,1.2995384000096237,None,1,54:46,-2,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,1,0,4,0,,,,,,,,,,,,37.57554309999978,38.745314400002826,1.169771300003049,right,1,1.1373124000092503,None,2,54:46,1,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,1,1,5,1,,,,,,,,,,,,42.706423700001324,43.61223330000939,0.9058096000080695,left,0,0.8789428000018233,None,0,54:46,-2,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,1,2,6,2,,,,,,,,,,,,47.54319340000802,48.67863860000216,1.1354451999941375,left,1,1.1062202000030084,None,1,54:46,1,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,1,3,7,3,,,,,,,,,,,,52.58935730000667,53.561922900000354,0.9725655999936862,None,0,,None,-1,54:46,-2,,,,,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,0,0,0,1,,,,,,,,57.321856000009575,58.07846010000503,0.7566040999954566,,,,,-3,51:49,-2,left,0,0.728827499988256,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,0,1,1,3,,,,,,,,62.01300970000739,62.84530270000687,0.8322929999994813,,,,,-2,51:49,1,left,1,0.8124936000094749,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,0,2,2,2,,,,,,,,66.81710130001011,67.9290817000001,1.1119803999899887,,,,,-4,51:49,-2,right,0,1.0792568000033498,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,0,3,3,0,,,,,,,,71.90447180000774,73.01205889999983,1.107587099992088,,,,,-6,51:49,-2,left,0,1.0899783999921056,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,1,0,4,3,,,,,,,,76.93699349999952,77.7292182000092,0.7922247000096831,,,,,-5,51:49,1,left,1,0.7681951999984449,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,2,,,,,1,1,5,0,,,,,,,,81.72204270001384,83.21195470000384,1.4899119999899995,,,,,-7,51:49,-2,None,0,,None,,,,,,,Antoine8,1 - without skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h33.39.589,Rewa's Exp,2023.1.2,60.00434431268087,
