key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
13.865288299999975,space,6.584494500000346,,ryrty,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_16h09.19.848,Rewa's Exp,2023.1.2,59.89297126029444,
,,,20.47949759999983,,,,,,,,,
