key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
16.021196099999997,space,1.6048680000003515,,fhgcf,1 - without skip,"57:43, 54:46","2.0s, 1.5s",2023-07-18_16h04.32.488,Rewa's Exp,2023.1.2,60.078065438223206,
,,,17.6584342000001,,,,,,,,,
