Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,Dot_ratio,current_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,key_skip_2.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,,,,,1,1,5,0,0,0,0,0,0,0,0,2,,,,299.4834439000115,300.43327540002065,0.9498315000091679,,,,,-46,57:43,-2,304.8029170000227,left,0,0.9179082000046037,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,1,2,6,1,0,0,0,0,0,0,0,2,,,,304.36778349999804,306.3490774999955,1.9812939999974333,,,,,-48,57:43,-2,309.6873336000135,None,0,,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,,,,,1,3,7,2,0,0,0,0,0,0,0,2,,,,310.2515279999934,310.6325015000184,0.380973500024993,,,,,-50,57:43,-2,315.5710693000001,right,0,0.3502936000004411,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,,,,,,,,,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,317.0964721000055,317.0964721000055,317.0964721000055,317.0964721000055,space,3.0978253000066616,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,317.6785237999866,318.0326850999845,0.35416129999794066,right,1,0.3328321000444703,None,-49,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,0,1,1,1,,,,,0,0,0,3,0,0,0,0,,,,321.99768239998957,322.4160904000164,0.41840800002682954,right,1,0.3966774999862537,None,-48,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,4,0,4,0,0,2,2,2,,,,,0,0,0,3,0,0,0,0,,,,326.3097928999923,326.8825224000029,0.5727295000106096,left,1,0.5397767999675125,None,-47,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,0,3,3,3,,,,,0,0,0,3,0,0,0,0,,,,330.8233242999995,330.91605479997816,0.09273049997864291,left,1,0.06707089999690652,None,-46,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,4,0,4,0,1,0,4,2,,,,,0,0,0,3,0,0,0,0,,,,334.8602755999891,335.4993139000144,0.6390383000252768,left,1,0.6142542000161484,None,-45,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,1,1,5,1,,,,,0,0,0,3,0,0,0,0,,,,339.4208477999782,339.6992976000183,0.2784498000401072,left,0,0.25370349996956065,None,-47,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,1,2,6,0,,,,,0,0,0,3,0,0,0,0,,,,343.6117806999828,346.0991636000108,2.487382900028024,None,0,,None,-49,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,1,3,7,3,,,,,0,0,0,3,0,0,0,0,,,,350.008054099977,350.1826058999868,0.17455180000979453,left,1,0.1462984000099823,None,-48,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,,,,,0,0,0,3,0,0,0,3,0,0,0,0,,,,354.07518759998493,355.5158451999887,1.4406576000037603,,,,,-47,57:43,1,359.3946825999883,left,1,1.4229836000013165,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,0,1,1,1,0,0,0,3,0,0,0,0,,,,359.4352933000191,359.5658808000153,0.13058749999618158,,,,,-49,57:43,-2,364.7547530999873,left,0,0.10281320003559813,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,4,0,4,0,,,,,0,2,2,2,0,0,0,3,0,0,0,0,,,,363.5090368000092,363.5379535999964,0.028916799987200648,,,,,-48,57:43,1,368.82848239998566,left,1,0.013883200008422136,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,,,,,0,3,3,0,0,0,0,3,0,0,0,0,,,,367.46535130002303,367.582877799985,0.11752649996196851,,,,,-50,57:43,-2,372.78488549997564,left,0,0.0961830000160262,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,,,,,1,0,4,0,0,0,0,3,0,0,0,0,,,,371.5081241999869,371.74936419998994,0.24124000000301749,,,,,-52,57:43,-2,376.82762220001314,left,0,0.22158820001641288,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,1,1,5,1,0,0,0,3,0,0,0,0,,,,375.6796796999988,376.8991023999988,1.2194226999999955,,,,,-54,57:43,-2,380.99915310001234,left,0,1.187015200033784,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,4,0,4,0,,,,,1,2,6,2,0,0,0,3,0,0,0,0,,,,380.79311319999397,381.3325826000073,0.5394694000133313,,,,,-53,57:43,1,386.112538699992,left,1,0.5124750999966636,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,,,,,1,3,7,3,0,0,0,3,0,0,0,0,,,,385.22330239997245,385.6162361999741,0.3929338000016287,,,,,-52,57:43,1,390.5427824999788,left,1,0.3710177000029944,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,392.0979604999884,392.0979604999884,392.0979604999884,392.0979604999884,space,2.056004799960647,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,5,0,5,0,0,0,0,2,,,,,0,0,0,1,0,0,0,0,,,,391.658901399991,391.932659699989,0.2737582999980077,left,1,0.25519370002439246,None,-51,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,0,1,1,1,,,,,0,0,0,1,0,0,0,0,,,,395.86337869998533,396.16590480000013,0.30252610001480207,right,1,0.28283509996253997,None,-50,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,0,2,2,3,,,,,0,0,0,1,0,0,0,0,,,,400.0588211999857,401.0992383999983,1.0404172000125982,right,0,1.0164798999903724,None,-52,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,5,0,5,0,0,3,3,0,,,,,0,0,0,1,0,0,0,0,,,,405.02099400002044,405.5827053000103,0.5617112999898382,left,0,0.541766699985601,None,-54,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,5,0,5,0,1,0,4,2,,,,,0,0,0,1,0,0,0,0,,,,409.4958465999807,410.21594839997124,0.7201017999905162,right,0,0.6987110000336543,None,-56,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,1,1,5,1,,,,,0,0,0,1,0,0,0,0,,,,414.1251882999786,414.68263300001854,0.5574447000399232,right,1,0.5406117000384256,None,-55,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,5,0,5,0,1,2,6,0,,,,,0,0,0,1,0,0,0,0,,,,418.6070539000211,419.51642479997827,0.909370899957139,right,1,0.8826046999893151,None,-54,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,1,3,7,3,,,,,0,0,0,1,0,0,0,0,,,,423.4523298999993,424.1493841999909,0.6970542999915779,left,1,0.6709865999873728,None,-53,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,5,0,5,0,,,,,0,0,0,2,0,0,0,1,0,0,0,0,,,,428.06527860002825,428.5492713000276,0.48399269999936223,,,,,-55,57:43,-2,433.38471399998525,right,0,0.4652847000397742,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,,,,,0,1,1,3,0,0,0,1,0,0,0,0,,,,432.4458039000165,433.21615669998573,0.7703527999692596,,,,,-54,57:43,1,437.76532010000665,left,1,0.7398632000549696,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,,,,,0,2,2,1,0,0,0,1,0,0,0,0,,,,437.12939229997573,437.7161401999765,0.5867479000007734,,,,,-53,57:43,1,442.4488895999966,right,1,0.5609382000402547,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,5,0,5,0,,,,,0,3,3,0,0,0,0,1,0,0,0,0,,,,441.6608013000223,442.2995684000198,0.6387670999974944,,,,,-52,57:43,1,446.98030490003293,right,1,0.6216908000060357,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,5,0,5,0,,,,,1,0,4,0,0,0,0,1,0,0,0,0,,,,446.22510580002563,446.8660721000051,0.6409662999794818,,,,,-54,57:43,-2,451.5446608000202,left,0,0.6181918000220321,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,,,,,1,1,5,1,0,0,0,1,0,0,0,0,,,,450.7734947000281,451.33287659997586,0.5593818999477662,,,,,-53,57:43,1,456.0929511000286,right,1,0.5335928999702446,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,5,0,5,0,,,,,1,2,6,3,0,0,0,1,0,0,0,0,,,,455.2516318000271,455.6838133999845,0.4321815999574028,,,,,-55,57:43,-2,460.5711527999956,right,0,0.3989020000444725,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,5,0,5,0,,,,,1,3,7,2,0,0,0,1,0,0,0,0,,,,459.61344929999905,460.049915599986,0.4364662999869324,,,,,-54,57:43,1,464.93296030000784,left,1,0.40474620001623407,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,5,0,5,0,,,,,,,,,0,0,0,3,0,0,0,1,,,,,,,,,,,,,,,,,,,466.53972160001285,466.53972160001285,466.53972160001285,466.53972160001285,space,1.1586104000452906,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,0,0,0,1,,,,,0,0,0,3,0,0,0,1,,,,465.19186540000373,465.69971559999976,0.5078501999960281,left,0,0.48296619998291135,None,-56,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,6,0,6,0,0,1,1,2,,,,,0,0,0,3,0,0,0,1,,,,469.6308913999819,470.06635390000883,0.4354625000269152,left,1,0.4193422999815084,None,-55,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,0,2,2,3,,,,,0,0,0,3,0,0,0,1,,,,474.0281549000065,474.4164289999753,0.38827409996883944,left,1,0.3661077999859117,None,-54,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,6,0,6,0,0,3,3,0,,,,,0,0,0,3,0,0,0,1,,,,478.3872607999947,478.799443099997,0.41218230000231415,left,0,0.38270690001081675,None,-56,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,1,0,4,3,,,,,0,0,0,3,0,0,0,1,,,,482.75750920001883,483.23303439997835,0.47552519995952025,left,1,0.4530508000170812,None,-55,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,1,1,5,1,,,,,0,0,0,3,0,0,0,1,,,,487.2138237999752,487.7995767000248,0.585752900049556,left,0,0.5559207000187598,None,-57,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,6,0,6,0,1,2,6,2,,,,,0,0,0,3,0,0,0,1,,,,491.69892320001964,492.1830017999746,0.4840785999549553,right,0,0.4643756999867037,None,-59,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,6,0,6,0,1,3,7,0,,,,,0,0,0,3,0,0,0,1,,,,496.09792099997867,496.5406106999726,0.4426896999939345,left,0,0.41662089998135343,None,-61,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,,,,,0,0,0,1,0,0,0,3,0,0,0,1,,,,500.5113179999753,500.91626490000635,0.4049469000310637,,,,,-60,57:43,1,505.830326299998,right,1,0.3804572999943048,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,,,,,0,1,1,3,0,0,0,3,0,0,0,1,,,,504.8635436000186,505.28297629998997,0.4194326999713667,,,,,-62,57:43,-2,510.1830431999988,right,0,0.4022766000125557,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,6,0,6,0,,,,,0,2,2,0,0,0,0,3,0,0,0,1,,,,509.18179860000964,510.5333089000196,1.351510300009977,,,,,-64,57:43,-2,514.5012654000311,left,0,1.3248707000166178,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,6,0,6,0,,,,,0,3,3,2,0,0,0,3,0,0,0,1,,,,514.461407899973,516.4993917000247,2.037983800051734,,,,,-66,57:43,-2,519.7807439999888,right,0,2.0136841000057757,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,6,0,6,0,,,,,1,0,4,2,0,0,0,3,0,0,0,1,,,,520.4268977000029,520.7663421999896,0.3394444999867119,,,,,-68,57:43,-2,525.7464597999933,right,0,0.3194670000229962,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,6,0,6,0,,,,,1,1,5,0,0,0,0,3,0,0,0,1,,,,524.6652415000135,525.0998817000072,0.43464019999373704,,,,,-67,57:43,1,529.9847618999775,right,1,0.41717079997761175,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,6,0,6,0,,,,,1,2,6,3,0,0,0,3,0,0,0,1,,,,529.0773857000167,529.4995309999795,0.42214529996272177,,,,,-69,57:43,-2,534.3968934000004,right,0,0.39767430000938475,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,6,0,6,0,,,,,1,3,7,1,0,0,0,3,0,0,0,1,,,,533.4096038999851,533.8331585000269,0.4235546000418253,,,,,-71,57:43,-2,538.7291424000286,left,0,0.39306749997194856,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,6,0,6,0,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,540.2834509999957,540.2834509999957,540.2834509999957,540.2834509999957,space,2.438169199973345,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,7,0,7,0,0,0,0,2,,,,,0,0,0,1,0,0,0,0,,,,540.207854599983,540.5497230999754,0.3418684999924153,right,0,0.31444499996723607,None,-73,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,0,1,1,1,,,,,0,0,0,1,0,0,0,0,,,,544.4399892999791,544.7995971000055,0.35960780002642423,right,1,0.32962159998714924,None,-72,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,0,2,2,3,,,,,0,0,0,1,0,0,0,0,,,,548.7196955999825,549.0162458000123,0.296550200029742,right,0,0.2750097999814898,None,-74,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,7,0,7,0,0,3,3,0,,,,,0,0,0,1,0,0,0,0,,,,552.925611499988,553.3664856000105,0.4408741000224836,right,1,0.41326829994795844,None,-73,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,7,0,7,0,1,0,4,2,,,,,0,0,0,1,0,0,0,0,,,,557.2814632999944,557.6162945000106,0.3348312000161968,right,0,0.3046382000320591,None,-75,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,1,1,5,3,,,,,0,0,0,1,0,0,0,0,,,,561.4997974999715,561.8163531000027,0.316555600031279,right,0,0.2952433000318706,None,-77,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,7,0,7,0,1,2,6,0,,,,,0,0,0,1,0,0,0,0,,,,565.7362857999979,566.1497713000281,0.41348550003021955,right,1,0.3854799999971874,None,-76,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,1,3,7,1,,,,,0,0,0,1,0,0,0,0,,,,570.092081299983,570.9666228999849,0.8745416000019759,right,1,0.8460417999885976,None,-75,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,7,0,7,0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,,,,574.8852023999789,575.2662934000255,0.38109100004658103,,,,,-74,57:43,1,580.2047543000081,right,1,0.3486489999922924,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
