Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,Dot_ratio,current_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,key_skip_2.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,12.508319500018843,space,0.8931654999614693,,,,,,,,,,,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10.740345300000627,11.015198200009763,0.27485290000913665,right,1,0.24534299998776987,None,1,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,14.931958400004078,15.231831400014926,0.29987300001084805,left,1,0.2690039000008255,None,2,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,19.13448690000223,19.448752299998887,0.3142653999966569,right,0,0.28432120004436,None,0,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,23.379558900021948,23.798727000015788,0.41916809999383986,left,0,0.38952400005655363,None,-2,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,27.70568650000496,27.965432600001805,0.25974609999684617,right,0,0.23209550004685298,None,-4,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,31.850039699987974,32.28238910000073,0.4323494000127539,right,0,0.4094877999741584,None,-6,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,36.257686999975704,36.965591299987864,0.7079043000121601,left,0,0.6795682999654673,None,-8,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,40.904298099980224,41.148569600016344,0.24427150003612041,left,0,0.22569769999245182,None,-10,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,,44.89946809998946,45.48224590002792,0.5827778000384569,,,,,-12,57:43,-2,50.21869589999551,right,0,0.5662518000463024,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,49.38656489999266,50.182255599997006,0.7956907000043429,,,,,-11,57:43,1,54.70603599998867,right,1,0.7757889999775216,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,2,2,1,,,,,,,,,,,,54.16004579997389,54.632444599992596,0.47239880001870915,,,,,-10,57:43,1,59.47956120001618,right,1,0.4494630999979563,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,58.569089800002985,59.53201490000356,0.9629251000005752,,,,,-9,57:43,1,63.888619799981825,left,1,0.9457782999961637,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,1,0,4,2,,,,,,,,,,,,63.461738499987405,63.94886519998545,0.4871266999980435,,,,,-11,57:43,-2,68.78121350001311,right,0,0.4606375999865122,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,1,1,5,1,,,,,,,,,,,,67.87802060000831,68.16540589998476,0.28738529997644946,,,,,-13,57:43,-2,73.19758769997861,left,0,0.2607410000055097,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,1,2,6,0,,,,,,,,,,,,72.0735184000223,72.94892579998123,0.8754073999589309,,,,,-15,57:43,-2,77.39296420000028,left,0,0.8564352000248618,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,1,3,7,3,,,,,,,,,,,,76.92357189999893,78.81528919999255,1.8917172999936156,,,,,-17,57:43,-2,82.2430642999825,right,0,1.8623846999835223,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,85.27346070000203,85.27346070000203,85.27346070000203,85.27346070000203,space,6.304688800009899,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,0,0,0,2,,,,,0,0,0,0,0,0,0,2,,,,89.06583129998762,90.58195139997406,1.5161200999864377,right,0,1.49619790003635,None,-19,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,0,1,1,0,,,,,0,0,0,0,0,0,0,2,,,,94.55175009998493,95.8820053000236,1.330255200038664,right,1,1.2979249999625608,None,-18,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,0,2,2,3,,,,,0,0,0,0,0,0,0,2,,,,99.83871819998603,100.21555079997052,0.37683259998448193,right,0,0.35542410000925884,None,-20,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,0,3,3,1,,,,,0,0,0,0,0,0,0,2,,,,104.1254167999723,105.16544930002419,1.0400325000518933,right,1,1.020646100048907,None,-19,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,1,0,4,0,,,,,0,0,0,0,0,0,0,2,,,,109.0941505000228,109.61539440002525,0.521243900002446,right,1,0.4998794000130147,None,-18,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,1,1,5,1,,,,,0,0,0,0,0,0,0,2,,,,113.5347547000274,113.84900819999166,0.3142534999642521,right,1,0.29057479999028146,None,-17,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,1,2,6,3,,,,,0,0,0,0,0,0,0,2,,,,117.81744559999788,118.19875889999093,0.3813132999930531,right,0,0.3520452000084333,None,-19,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,1,3,7,2,,,,,0,0,0,0,0,0,0,2,,,,122.09433079999872,122.76626180001767,0.671931000018958,right,0,0.6437118999892846,None,-21,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,2,,,,126.71801770001184,126.99868989997776,0.2806721999659203,,,,,-20,57:43,1,132.03755870001623,right,1,0.26044680003542453,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,0,1,1,1,0,0,0,0,0,0,0,2,,,,130.92110570002114,131.19876360002672,0.277657900005579,,,,,-19,57:43,1,136.24059830000624,right,1,0.2575010000145994,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,,,,,0,2,2,3,0,0,0,0,0,0,0,2,,,,135.12206949997926,135.39900690002833,0.2769374000490643,,,,,-21,57:43,-2,140.44154979998711,right,0,0.24790670000948012,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,0,3,3,2,0,0,0,0,0,0,0,2,,,,139.31920650001848,139.58214700000826,0.26294049998978153,,,,,-23,57:43,-2,144.63874969998142,right,0,0.2341813999810256,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,1,0,4,0,0,0,0,0,0,0,0,2,,,,143.48084089998156,143.78226050001103,0.301419600029476,,,,,-25,57:43,-2,148.8003150000004,left,0,0.2744735000305809,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,1,1,5,2,0,0,0,0,0,0,0,2,,,,147.67421720002312,148.41546280001057,0.741245599987451,,,,,-24,57:43,1,152.99363889999222,left,1,0.7116631000535563,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,,,,,1,2,6,3,0,0,0,0,0,0,0,2,,,,152.31045019999146,154.28226670000004,1.971816500008572,,,,,-26,57:43,-2,157.62991080002394,None,0,,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,1,3,7,1,0,0,0,0,0,0,0,2,,,,158.24040160002187,160.21535200002836,1.9749504000064917,,,,,-28,57:43,-2,163.55980500002624,None,0,,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,,,,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,166.68200680002337,166.68200680002337,166.68200680002337,166.68200680002337,space,1.127386900014244,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,0,0,0,3,,,,,0,0,0,2,0,0,0,0,,,,165.30333249998512,167.2821901999996,1.978857700014487,right,0,1.9556055000284687,None,-30,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,0,1,1,0,,,,,0,0,0,2,0,0,0,0,,,,171.2065738000092,171.48214239999652,0.2755685999873094,right,1,0.2518576000002213,None,-29,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,0,2,2,1,,,,,0,0,0,2,0,0,0,0,,,,175.39454670000123,175.73233849997632,0.33779179997509345,right,1,0.31140020000748336,None,-28,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,0,3,3,2,,,,,0,0,0,2,0,0,0,0,,,,179.63189509999938,182.1321569000138,2.500261800014414,None,0,,None,-30,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,1,0,4,2,,,,,0,0,0,2,0,0,0,0,,,,186.01970569998957,188.51563699997496,2.4959312999853864,None,0,,None,-32,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,1,1,5,0,,,,,0,0,0,2,0,0,0,0,,,,192.4139522999758,193.63222169998335,1.2182694000075571,right,1,1.187199399981182,None,-31,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,1,2,6,3,,,,,0,0,0,2,0,0,0,0,,,,197.52960469998652,197.86559130001115,0.33598660002462566,right,0,0.3042301000095904,None,-33,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,1,3,7,1,,,,,0,0,0,2,0,0,0,0,,,,201.77359050000086,202.3988392999745,0.6252487999736331,right,1,0.5961565000470728,None,-32,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,0,0,0,0,0,0,0,2,0,0,0,0,,,,206.32330380001804,206.64887929998804,0.32557549997000024,,,,,-31,57:43,1,211.64273339998908,right,1,0.2945365000050515,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,0,1,1,3,0,0,0,2,0,0,0,0,,,,210.5557316999766,210.86579800001346,0.3100663000368513,,,,,-33,57:43,-2,215.87521229998674,right,0,0.286362899991218,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,0,2,2,2,0,0,0,2,0,0,0,0,,,,214.79280410002684,215.11586119997082,0.3230570999439806,,,,,-35,57:43,-2,220.11231150000822,right,0,0.29015769995748997,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,0,3,3,1,0,0,0,2,0,0,0,0,,,,219.0136628000182,219.36630459997104,0.35264179995283484,,,,,-34,57:43,1,224.3331460999907,right,1,0.324350000009872,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,1,0,4,0,0,0,0,2,0,0,0,0,,,,223.3322679999983,224.26592079998227,0.9336527999839745,,,,,-33,57:43,1,228.6517452999833,right,1,0.909147500002291,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,1,1,5,3,0,0,0,2,0,0,0,0,,,,228.17227799998363,228.6159106999985,0.44363270001485944,,,,,-35,57:43,-2,233.49179000000004,right,0,0.42291850002948195,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,1,2,6,2,0,0,0,2,0,0,0,0,,,,232.53020259999903,233.03228200000012,0.5020794000010937,,,,,-37,57:43,-2,237.84963479998987,right,0,0.47143950004829094,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,1,3,7,1,0,0,0,2,0,0,0,0,,,,236.92502359999344,237.28252349997638,0.3574998999829404,,,,,-36,57:43,1,242.24446000001626,right,1,0.3247235000017099,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,243.7670008999994,243.7670008999994,243.7670008999994,243.7670008999994,space,2.049768899974879,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,0,0,0,3,,,,,0,0,0,0,0,0,0,2,,,,243.3062241000007,243.74913960002596,0.4429155000252649,left,1,0.4157481999718584,None,-35,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,0,1,1,0,,,,,0,0,0,0,0,0,0,2,,,,247.67596660001436,247.9327322000172,0.25676560000283644,left,0,0.2384372999658808,None,-37,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,0,2,2,2,,,,,0,0,0,0,0,0,0,2,,,,251.83497159997933,252.13245490001282,0.2974833000334911,right,0,0.2794307000003755,None,-39,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,0,3,3,1,,,,,0,0,0,0,0,0,0,2,,,,256.03637159999926,256.3158184000058,0.27944680000655353,right,1,0.26123920001555234,None,-38,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,1,0,4,3,,,,,0,0,0,0,0,0,0,2,,,,260.2326033000136,260.41565659997286,0.18305329995928332,right,0,0.16170739999506623,None,-40,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,1,1,5,1,,,,,0,0,0,0,0,0,0,2,,,,264.31157650001114,264.61583790002624,0.3042614000150934,left,0,0.2833373000030406,None,-42,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,1,2,6,0,,,,,0,0,0,0,0,0,0,2,,,,268.51924759999383,268.8825809999835,0.3633333999896422,left,0,0.3307287000352517,None,-44,60:40,-2,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,1,3,7,2,,,,,0,0,0,0,0,0,0,2,,,,272.8025021000067,273.2822936999728,0.47979159996612,left,1,0.44763959996635094,None,-43,60:40,1,,,,,,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,0,0,0,1,0,0,0,0,0,0,0,2,,,,277.214263700007,277.8326728999964,0.6184091999894008,,,,,-45,57:43,-2,282.5337706999853,left,0,0.5959677000064403,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,,,,,0,1,1,2,0,0,0,0,0,0,0,2,,,,281.7318513999926,282.34906019998016,0.6172087999875657,,,,,-47,57:43,-2,287.05122850002954,right,0,0.5988364000222646,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,0,2,2,3,0,0,0,0,0,0,0,2,,,,286.24094940000214,286.6825378999929,0.44158849999075755,,,,,-46,57:43,1,291.5604184999829,left,1,0.4092377999913879,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2.5,Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,,,,,0,3,3,0,0,0,0,0,0,0,0,2,,,,290.5910938999732,291.08263710001484,0.4915432000416331,,,,,-45,57:43,1,295.9105365999858,right,1,0.45883910002885386,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
2,Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,1,0,4,3,0,0,0,0,0,0,0,2,,,,295.0402480000048,295.515922599996,0.47567459999118,,,,,-44,57:43,1,300.35975990002044,left,1,0.44295579998288304,None,,,,,,,,fff,1 - without skip,"60:40, 57:43","2.5s, 2.0s",2023-07-16_16h08.27.210,Rewa's Exp,2023.1.2,59.97674101728344,
