trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.854173500090837,11.857268600026146,11.857268600026146,13.411303899949417,13.411303899949417,13.411303899949417,13.411303899949417,13.411303899949417,14.527675000019372,14.527675000019372,14.527675000019372,14.527675000019372,14.527675000019372,14.527675000019372,14.527675000019372,right,0.8934697001241148,,,,,,,
