Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,response.rt,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,0,0,3,10.643203099956736,11.660039899870753,11.660039899870753,13.207101400010288,13.207101400010288,13.207101400010288,13.207101400010288,13.207101400010288,14.320835799910128,14.320835799910128,14.320835799910128,14.320835799910128,14.320835799910128,14.320835799910128,14.320835799910128,15.320536599960178,None,16.485156199894845,,,805052,001,2023-07-11_13h35.37.065,Rewa's Exp,2023.1.2,60.010141693364794,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,1,1,4,,,17.498182199895382,19.004265199881047,19.004265199881047,19.004265199881047,19.004265199881047,19.004265199881047,20.719259599922225,20.719259599922225,20.719259599922225,20.719259599922225,20.719259599922225,20.719259599922225,20.719259599922225,,right,21.29040060006082,0.4513107002712786,22.298110199859366,805052,001,2023-07-11_13h35.37.065,Rewa's Exp,2023.1.2,60.010141693364794,
,,,,,,,,,,,,,,,22.298110199859366,,,,,,,,,,,,,,,,,,,,,,,,
