trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.42817259998992,12.43457780010067,12.43457780010067,14.00561590003781,14.00561590003781,14.00561590003781,14.00561590003781,14.00561590003781,,,,,,,
