Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,0,0,2,11.461351600009948,12.475739799905568,12.475739799905568,14.028488099807873,14.028488099807873,14.028488099807873,14.028488099807873,14.028488099807873,15.121935799950734,15.121935799950734,15.121935799950734,15.121935799950734,15.121935799950734,15.121935799950734,right,0.43414580007083714,15.684815199812874,16.685225300025195,,320118,001,2023-07-11_13h59.21.459,Rewa's Exp,2023.1.2,59.94869592015576,
,,,,,,,,,,,,,,,16.685225300025195,18.198603400029242,18.198603400029242,18.198603400029242,18.198603400029242,18.198603400029242,20.01971949986182,20.01971949986182,20.01971949986182,20.01971949986182,20.01971949986182,20.01971949986182,,,,,18.198603400029242,,,,,,,
