Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,total_score,response.rt,Left_3.started,response_2.keys,response_2.corr,response_2.rt,response_3.keys,response_3.corr,response_3.rt,text_2.started,text_5.started,text_6.started,key_resp.keys,key_resp.rt,end_2.started,end_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,32.29387920000045,space,7.877689499999178,,,,,,,,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,,,,,,,,,,,,29.285866299999725,30.74821840000004,1.4623521000003166,None,0,-2,,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,4,,,,,,,,,,,,34.73153999999977,35.74825179999971,1.016711799999939,right,0,-4,0.9838042000001224,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,2,2,5,,,,,,,,,,,,39.69723689999955,40.515163799999755,0.8179269000002023,left,1,-3,0.7941851999985374,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,3,3,2,,,,,,,,,,,,44.416058599999815,45.44873149999967,1.0326728999998522,left,0,-5,1.001902799999698,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,4,4,1,,,,,,,,,,,,49.38106400000015,50.36499949999961,0.9839354999994612,right,1,-4,0.9564516999998887,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,5,5,0,,,,,,,,,,,,54.26246269999956,55.99835929999972,1.73589660000016,right,1,-3,1.7152441999996881,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,0,0,0,4,,,,,,,,59.7322193,61.09831750000012,1.366098200000124,,,-5,,73.30103220000001,right,0,1.3334122999985993,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,0,1,1,5,,,,,,,,65.03330149999965,66.43164290000004,1.3983414000003904,,,-4,,78.6021266000007,left,1,1.3778106999989177,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,2,2,1,,,,,,,,70.3523968999998,71.38193619999947,1.0295392999996693,,,-3,,83.9212105000006,right,1,1.0107751999994434,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,,,,,0,3,3,2,,,,,,,,75.31369649999942,76.13212750000002,0.8184310000006008,,,-2,,88.8824912,right,1,0.7932172999990144,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,,,,,0,4,4,3,,,,,,,,80.0353998999999,81.01506040000004,0.9796605000001364,,,-1,,93.60415420000027,left,1,0.9585232999988875,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,0,5,5,0,,,,,,,,84.92482029999974,85.78160729999945,0.8567869999997129,,,0,,98.49352840000029,right,1,0.8373964999991586,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,,,,,0,0,0,4,,,,89.51411110000026,90.4983758999997,0.984264799999437,,,1,,,,,,left,1,0.9608317999991414,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,,,,,0,1,1,0,,,,94.4326629999996,95.43177999999989,0.9991170000002967,,,2,,,,,,right,1,0.9785667999994985,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,,,,,,,,,0,2,2,3,,,,99.35654189999968,100.34879809999984,0.9922562000001562,,,3,,,,,,left,1,0.9743811999996979,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,,,,,,,,,0,3,3,2,,,,104.3207868999998,105.21509909999986,0.8943122000000585,,,4,,,,,,right,1,0.8655522999997629,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,,,,,0,4,4,5,,,,109.12246719999985,110.21510130000024,1.0926341000003958,,,2,,,,,,right,0,1.0633942999984356,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,,,,,0,5,5,1,,,,114.12361609999971,115.24812849999944,1.1245123999997304,,,3,,,,,,right,1,1.0942878999994718,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9615160000003,129.9615160000003,129.9615160000003,space,6.026557899999716,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,0,0,0,1,,,,,,,,,,,,125.24028420000013,126.58167450000019,1.3413903000000573,right,1,4,1.3143109999991793,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,0,1,1,3,,,,,,,,,,,,130.48499979999997,131.38177489999998,0.8967751000000135,left,1,5,0.8772310999984256,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,0,2,2,0,,,,,,,,,,,,135.28439350000008,136.33165329999974,1.0472597999996651,right,1,6,1.0221041999993759,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,0,3,3,2,,,,,,,,,,,,140.25257299999976,141.2651937999999,1.0126208000001498,right,1,7,0.989594899999247,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,0,4,4,4,,,,,,,,,,,,145.14418569999998,146.13173300000017,0.9875473000001875,left,1,8,0.970537999998669,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,0,5,5,5,,,,,,,,,,,,150.06905839999945,151.16497030000028,1.0959119000008286,left,1,9,1.077955299999303,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,,,,,0,0,0,3,,,,,,,,155.0827959999997,156.11528780000026,1.032491800000571,,,7,,168.6515984000007,right,0,0.9999811999996382,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,0,1,1,4,,,,,,,,160.06289259999994,161.08173799999986,1.0188453999999183,,,8,,173.63170570000057,left,1,0.9951179999998203,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,,,,,0,2,2,2,,,,,,,,164.99422820000018,165.79860910000025,0.8043809000000692,,,9,,178.56298049999987,right,1,0.7764038999994227,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,0,3,3,1,,,,,,,,169.7110407,170.68204629999946,0.9710055999994438,,,10,,183.27984560000004,right,1,0.938595799999348,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,0,4,4,0,,,,,,,,174.6370522999996,175.76533089999975,1.128278600000158,,,11,,188.20566130000043,right,1,1.1019554999993488,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,,,,,0,5,5,5,,,,,,,,179.67687000000024,180.6983682,1.021498199999769,,,12,,193.24564379999993,left,1,0.9985373999988951,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,,,,,,,,,0,0,0,5,,,,184.59927009999956,186.04896949999966,1.4496994000000996,,,13,,,,,,left,1,1.4285796999984086,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,,,,,0,1,1,4,,,,189.97007769999982,191.33206939999945,1.3619916999996349,,,14,,,,,,left,1,1.3365147999984401,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,,,,,,,,,0,2,2,2,,,,195.23669919999975,196.09848319999946,0.8617839999997159,,,15,,,,,,right,1,0.8370988999986366,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,,,,,0,3,3,1,,,,200.0032999999994,201.2151861000002,1.211886100000811,,,16,,,,,,right,1,1.18297899999925,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,,,,,,,,,0,4,4,3,,,,205.1688991000001,206.08227970000007,0.9133805999999822,,,17,,,,,,left,1,0.8809011999992435,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,,,,,0,5,5,0,,,,210.01629159999993,211.28178659999958,1.265494999999646,,,15,,,,,,left,0,1.2339024999992034,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.97851660000015,225.97851660000015,225.97851660000015,space,3.3771325999996407,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,3,,,,,,,,,,,,218.60291450000022,219.53199870000026,0.9290842000000339,left,1,16,0.9042611999993824,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,0,1,1,1,,,,,,,,,,,,223.47974350000004,224.28184499999952,0.8021014999994804,right,1,17,0.7705824999984543,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,0,2,2,4,,,,,,,,,,,,228.21360379999987,229.41506329999993,1.2014595000000554,left,1,18,1.1730027999992672,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,0,3,3,5,,,,,,,,,,,,233.33404229999996,234.39881989999958,1.0647775999996156,left,1,19,1.044830899999397,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,0,4,4,0,,,,,,,,,,,,238.37314270000024,239.5986981999995,1.2255554999992455,right,1,20,1.2064807999995537,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,0,5,5,2,,,,,,,,,,,,243.53395999999975,244.2985448999998,0.7645849000000453,right,1,21,0.7331356999993659,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,,,,,0,0,0,2,,,,,,,,248.21596399999999,248.88212829999975,0.6661642999997639,,,22,,261.7847491000002,right,1,0.6342427999998108,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,,,,,0,1,1,3,,,,,,,,252.7715035000001,253.61535339999955,0.8438498999994408,,,23,,266.34033160000035,left,1,0.8148315999987972,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,0,2,2,4,,,,,,,,257.5214851999999,258.54901400000017,1.0275288000002547,,,24,,271.09024190000036,left,1,1.0018616999996084,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,0,3,3,5,,,,,,,,262.4906863999995,263.66541640000014,1.1747300000006362,,,25,,276.0595131,left,1,1.14408419999927,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,0,4,4,1,,,,,,,,267.56070290000025,268.2522592999994,0.6915563999991718,,,26,,281.1295297000006,right,1,0.6413321999989421,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,0,5,5,0,,,,,,,,272.1518248000002,273.8322171,1.6803922999997667,,,27,,285.7206266000003,right,1,1.6502161999987948,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,,,,,,,,,0,0,0,3,,,,277.73920009999983,278.56545000000006,0.8262499000002208,,,28,,,,,,left,1,0.8078228999993371,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,,,,,0,1,1,5,,,,282.4538883999994,283.56585600000017,1.111967600000753,,,26,,,,,,right,0,1.0926935999987109,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,,,,,0,2,2,1,,,,287.50532060000023,288.51546210000015,1.0101414999999179,,,27,,,,,,right,1,0.9779181999992943,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,,,,,0,3,3,0,,,,292.4164179999998,293.5657833999994,1.149365399999624,,,28,,,,,,right,1,1.1315329999988535,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,,,,,,,,,0,4,4,2,,,,297.4987003999995,298.49878720000015,1.0000868000006449,,,29,,,,,,right,1,0.975596599999335,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,,,,,0,5,5,4,,,,302.4088495999995,303.54881209999985,1.1399625000003653,,,27,,,,,,right,0,1.1136281999997664,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.2452039,318.2452039,318.2452039,space,6.575057299998662,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,0,0,0,3,,,,,,,,,,,,314.0989026999996,314.8987513000002,0.7998486000005869,left,1,28,0.7758772999995927,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,0,1,1,4,,,,,,,,,,,,318.85075940000024,320.0654294999995,1.214670099999239,left,1,29,1.183695899999293,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,0,2,2,0,,,,,,,,,,,,323.9696320000003,324.9658400999997,0.9962080999994214,right,1,30,0.9685057999995479,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,0,3,3,1,,,,,,,,,,,,328.9276353999994,329.8489757999996,0.9213404000001901,right,1,31,0.890727799999695,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,0,4,4,5,,,,,,,,,,,,333.7684122999999,334.6990286999999,0.9306163999999626,left,1,32,0.9065364999987651,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,3,0,3,0,0,5,5,2,,,,,,,,,,,,338.6409483999996,339.24886199999946,0.6079135999998471,right,1,33,0.576749099999688,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,,,,,0,0,0,3,,,,,,,,343.17522759999974,343.98222160000023,0.8069940000004863,,,34,,356.7440333000004,left,1,0.7796424999987721,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,0,1,1,1,,,,,,,,347.90204149999954,348.4655931999996,0.5635517000000618,,,35,,361.47084730000006,right,1,0.5406097999994017,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,,,,,0,2,2,4,,,,,,,,352.37405149999995,353.1820484,0.8079969000000347,,,36,,365.9428510000007,left,1,0.7901349999992817,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,,,,,0,3,3,0,,,,,,,,357.0824241999999,357.78227270000025,0.6998485000003711,,,37,,370.65119180000056,right,1,0.671485599999869,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,0,4,4,5,,,,,,,,361.6887104999996,362.5824206999996,0.8937101999999868,,,38,,375.2574835000005,left,1,0.8658393999994587,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,3,0,3,0,,,,,0,5,5,2,,,,,,,,366.4865103000002,367.2657806999996,0.7792703999994046,,,36,,380.05515790000027,left,0,0.7564347999987149,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,3,0,3,0,,,,,,,,,0,0,0,0,,,,371.15214730000025,372.2823050999996,1.1301577999993242,,,34,,,,,,left,0,1.106784599999628,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,3,0,3,0,,,,,,,,,0,1,1,3,,,,376.1927307999995,376.9659093,0.7731785000005402,,,35,,,,,,left,1,0.7460451999986617,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,3,0,3,0,,,,,,,,,0,2,2,4,,,,380.86607099999947,381.8489067999999,0.98283580000043,,,36,,,,,,left,1,0.9615743999993356,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,3,0,3,0,,,,,,,,,0,3,3,5,,,,385.7565426000001,386.5656148999997,0.8090722999995705,,,34,,,,,,right,0,0.7813919999989594,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,3,0,3,0,,,,,,,,,0,4,4,2,,,,390.51331930000015,391.26604549999956,0.7527261999994153,,,35,,,,,,right,1,0.7302318999991257,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,3,0,3,0,,,,,,,,,0,5,5,1,,,,395.23715449999963,396.38206269999955,1.144908199999918,,,36,,,,,,right,1,1.125356899999133,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.06195750000006,411.06195750000006,411.06195750000006,space,12.029355899999246,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,4,,,,,,,,,,,,412.3594998999997,413.23244859999977,0.8729487000000518,left,1,37,0.8516138999993927,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,4,0,4,0,0,1,1,3,,,,,,,,,,,,417.15744040000027,418.1157334999998,0.9582930999995369,left,1,38,0.9331516999991436,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,0,2,2,0,,,,,,,,,,,,422.02765550000004,422.91576369999984,0.888108199999806,right,1,39,0.8640996999984054,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,0,3,3,2,,,,,,,,,,,,426.8360957999994,427.5824404999994,0.7463447000000087,right,1,40,0.7182215999991968,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,4,0,4,0,0,4,4,5,,,,,,,,,,,,431.46232129999953,432.18255039999985,0.7202291000003243,left,1,41,0.6915369999987888,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,0,5,5,1,,,,,,,,,,,,436.0898271999995,436.8490462999998,0.7592191000003368,right,1,42,0.7380185999991227,,,,,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,4,0,4,0,,,,,0,0,0,1,,,,,,,,440.79065639999953,441.84912239999994,1.0584660000004078,,,43,,454.3593969000003,right,1,1.0359616999994614,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,4,0,4,0,,,,,0,1,1,2,,,,,,,,445.7517584999996,446.6157214999994,0.8639629999997851,,,44,,459.3205260000004,right,1,0.8435946999989028,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,4,0,4,0,,,,,0,2,2,0,,,,,,,,450.4896619000001,451.69891709999956,1.2092551999994612,,,45,,464.0584764000005,right,1,1.1765314999984184,,,,,,,,,,,Rachel,2023-07-20_15h51.34.302,Rewa's Exp,2023.1.2,59.9972521256645,
