Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,1.434707999927923,right,1,1.2339207001496106,293454,001,2023-07-11_16h08.34.079,Rewa's Exp,2023.1.2,60.08922042634593,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,1,1,5,2.0521168000996113,left,1,1.1697923000901937,293454,001,2023-07-11_16h08.34.079,Rewa's Exp,2023.1.2,60.08922042634593,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,2,2,1,1.6011028999928385,right,1,0.8817565001081675,293454,001,2023-07-11_16h08.34.079,Rewa's Exp,2023.1.2,60.08922042634593,
