Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,text.started,text.stopped,fix.started,fix.stopped,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,polygon.stopped,polygon_2.started,movie_2.started,circle_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,,,,,10.58745319978334,11.590411799959838,11.590411799959838,13.133004099829122,13.133004099829122,13.133004099829122,13.133004099829122,13.133004099829122,13.133004099829122,14.281189099885523,14.281189099885523,14.281189099885523,14.281189099885523,14.281189099885523,14.281189099885523,left,0.6136303001549095,15.087838699808344,,,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,1,,,,,,,16.0901792999357,,17.598119199974462,17.598119199974462,17.598119199974462,17.598119199974462,17.598119199974462,19.31644729990512,19.31644729990512,19.31644729990512,19.31644729990512,19.31644729990512,19.31644729990512,left,0.40935570024885237,19.89429819979705,,,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,2,2,2,,,,,,,20.906883799936622,,22.413718699943274,22.413718699943274,22.413718699943274,22.413718699943274,22.413718699943274,24.19505409989506,24.19505409989506,24.19505409989506,24.19505409989506,24.19505409989506,24.19505409989506,left,0.4904202001634985,24.84856339986436,25.856907199835405,,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,3,3,3,,,,,,,25.856907199835405,27.362995599862188,27.362995599862188,27.362995599862188,27.362995599862188,27.362995599862188,27.362995599862188,29.078987799817696,29.078987799817696,29.078987799817696,29.078987799817696,29.078987799817696,29.078987799817696,left,0.29470590013079345,29.573176899924874,30.57361949980259,,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,4,4,4,,,,,,,30.57361949980259,32.08780709980056,32.08780709980056,32.08780709980056,32.08780709980056,32.08780709980056,32.08780709980056,33.78699249983765,33.78699249983765,33.78699249983765,33.78699249983765,33.78699249983765,33.78699249983765,left,0.29116160003468394,34.27938099997118,,,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,5,5,5,,,,,,,35.29035249981098,,36.79608199978247,36.79608199978247,36.79608199978247,36.79608199978247,36.79608199978247,38.490992799866945,38.490992799866945,38.490992799866945,38.490992799866945,38.490992799866945,38.490992799866945,None,,40.15017409995198,,39.49622510001063,,,,,,,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,0,0,2,,,41.156971499789506,,42.66340549988672,42.66340549988672,42.66340549988672,42.66340549988672,42.66340549988672,,,,,,,,,44.74339549988508,,,43.771424299804494,43.771424299804494,43.771424299804494,43.771424299804494,left,0.8262200001627207,962485,001,2023-07-11_14h30.29.253,Rewa's Exp,2023.1.2,59.969187834037115,
,,,,,,,,,,,,,,,,,,,45.75691269990057,,47.26389569998719,47.26389569998719,47.26389569998719,47.26389569998719,47.26389569998719,,,,,,,,,,,,48.53346959990449,48.53346959990449,48.53346959990449,48.53346959990449,,,,,,,,,
