trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.231046700151637,12.237135899951681,12.237135899951681,13.795551200164482,13.795551200164482,13.795551200164482,13.795551200164482,13.795551200164482,14.90393349993974,14.90393349993974,14.90393349993974,14.90393349993974,14.90393349993974,14.90393349993974,14.90393349993974,right,0.5678910999558866,,,,,,,
