trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.572860300075263,12.59122970001772,13.126785699976608,13.126785699976608,14.121652900008485,,,,,,,
