trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.101400499930605,14.109864099882543,14.109864099882543,15.662441999884322,15.662441999884322,15.662441999884322,15.662441999884322,15.662441999884322,16.7623204998672,16.7623204998672,16.7623204998672,16.7623204998672,16.7623204998672,16.7623204998672,16.7623204998672,right,0.5769011001102626,,,,,,,
