Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,0,0,1,1.0174425998702645,right,1,0.8129095998592675,010103,001,2023-07-11_16h12.23.854,Rewa's Exp,2023.1.2,60.12242126847393,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,1,1,0,1.51788550009951,left,0,0.7281533000059426,010103,001,2023-07-11_16h12.23.854,Rewa's Exp,2023.1.2,60.12242126847393,
