trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.901820699917153,11.920208999887109,11.920208999887109,13.473981899907812,13.473981899907812,13.473981899907812,13.473981899907812,13.473981899907812,14.572884799912572,14.572884799912572,14.572884799912572,14.572884799912572,14.572884799912572,14.572884799912572,14.572884799912572,15.580515699926764,right,1.1545800000894815,,,,,,,
