trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,fix.stopped,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.9728864999488,11.97465019999072,11.97465019999072,13.517097499920055,13.517097499920055,13.517097499920055,13.517097499920055,13.517097499920055,13.517097499920055,14.647372499806806,14.647372499806806,14.647372499806806,14.647372499806806,14.647372499806806,14.647372499806806,right,0,0.5876775002107024,,,,,,,
