trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,fix.stopped,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.863887700019404,14.867426100187004,14.867426100187004,16.42384020006284,16.42384020006284,16.42384020006284,16.42384020006284,16.42384020006284,16.42384020006284,,,,,,,,
