Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,response.rt,total_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,response_3.keys,response_3.corr,response_3.rt,text_2.started,text_5.started,text_6.started,key_resp.keys,key_resp.rt,end_2.started,end_2.stopped,participant,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,8,0,8,0,,,,,,,,,0,2,2,3,,,,880.6769375000001,881.3694143,0.6924767999998949,,,,66,,,,,left,1,0.6741430000000719,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,,,,,,,,,0,3,3,5,,,,885.3041314,886.0871466000001,0.7830152000001362,,,,64,,,,,right,0,0.758046600000057,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,8,0,8,0,,,,,,,,,0,4,4,4,,,,889.9781285000001,890.9364810000002,0.9583525000000463,,,,65,,,,,left,1,0.9411542000001418,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,8,0,8,0,,,,,,,,,0,5,5,2,,,,894.8464136,895.6528853,0.8064716999999746,,,,66,,,,,right,1,0.7835152000001244,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.0893531999999,903.0893531999999,903.0893531999999,space,1.7529071000000158,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,9,0,9,0,0,0,0,4,,,,,,,,,,,,901.3372999000001,902.1374441,0.800144199999977,left,1,0.7726639000001114,67,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,0,1,1,5,,,,,,,,,,,,906.0498907000001,906.8361704000001,0.7862797000000228,left,1,0.7577225999999655,68,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,9,0,9,0,0,2,2,0,,,,,,,,,,,,910.7721847,911.5196506,0.7474658999999519,right,1,0.722357800000168,69,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,0,3,3,2,,,,,,,,,,,,915.4409339000001,916.1862991,0.7453651999999238,left,0,0.7264332999999397,67,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,0,4,4,1,,,,,,,,,,,,920.1004639,921.0534850000001,0.9530211000001145,left,0,0.921292100000187,65,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,0,5,5,3,,,,,,,,,,,,925.0147239,925.7032368,0.6885128999999779,left,1,0.6713333000001285,66,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,,,,,0,0,0,3,,,,,,,,929.6085265000002,930.5863537,0.9778271999998651,,,,67,935.9158649,left,1,0.9494433000000981,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,9,0,9,0,,,,,0,1,1,0,,,,,,,,934.4829801000001,935.1867254000001,0.7037453000000369,,,,68,940.7903501,right,1,0.6846629000000348,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,9,0,9,0,,,,,0,2,2,4,,,,,,,,939.0830928,939.9029464,0.8198535999999876,,,,69,945.3904492999999,left,1,0.7879960999999867,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,,,,,0,3,3,5,,,,,,,,943.8042425000001,944.5862531,0.7820105999999214,,,,70,950.1116011,left,1,0.762190300000043,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,,,,,0,4,4,2,,,,,,,,948.4791125000002,949.1865310000001,0.7074184999999034,,,,71,954.7864688999999,right,1,0.6869196000001239,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,,,,,0,5,5,1,,,,,,,,953.0805577000001,953.8366388000002,0.756081100000074,,,,72,959.3879507,right,1,0.7340493000000379,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,9,0,9,0,,,,,,,,,0,0,0,0,,,,957.7906945,958.7696805,0.9789860000000772,,,,73,,,,,right,1,0.9604709999999841,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,,,,,,,,,0,1,1,1,,,,962.6810987000001,963.4030705,0.721971799999892,,,,71,,,,,left,0,0.7013863000000811,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,9,0,9,0,,,,,,,,,0,2,2,4,,,,967.317262,968.2365142000001,0.9192522000000736,,,,72,,,,,left,1,0.8980362000000923,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,,,,,,,,,0,3,3,3,,,,972.1477590000002,973.1529866000001,1.0052275999998983,,,,73,,,,,left,1,0.9794692000001533,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,,,,,,,,,0,4,4,2,,,,977.0676759,977.9865005000001,0.9188246000001072,,,,74,,,,,right,1,0.8990327000000207,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,,,,,,,,,0,5,5,5,,,,981.9031518000002,982.653959,0.7508071999998265,,,,75,,,,,left,1,0.7288451000000578,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.1047342999999,990.1047342999999,990.1047342999999,space,4.466026599999964,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,0,0,0,1,,,,,,,,,,,,991.0767150000001,991.8531765,0.7764614999998685,left,0,0.7458610999998427,73,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,10,0,10,0,0,1,1,4,,,,,,,,,,,,995.7500608,996.4699289,0.7198680999999851,left,1,0.6967199000001756,74,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,10,0,10,0,0,2,2,0,,,,,,,,,,,,1000.3806073000001,1001.4697754000001,1.0891681000000517,left,0,1.057764900000052,72,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,0,3,3,2,,,,,,,,,,,,1005.3736548000002,1006.1033864000001,0.7297315999999228,right,1,0.6972063000001754,73,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,0,4,4,5,,,,,,,,,,,,1010.0410779000001,1010.7365323000001,0.6954544000000169,left,1,0.668998900000247,74,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,0,5,5,3,,,,,,,,,,,,1014.6741302,1015.3871479000002,0.7130177000001368,left,1,0.6838428999998314,75,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,,,,,0,0,0,1,,,,,,,,1019.319356,1020.0705009000001,0.7511449000000994,,,,76,1025.626717,right,1,0.7270288999999366,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,,,,,0,1,1,2,,,,,,,,1024.0026397000001,1024.8200011000001,0.8173613999999816,,,,77,1030.3099570999998,right,1,0.7874628999999231,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,,,,,0,2,2,5,,,,,,,,1028.7209607,1029.7199822,0.9990215000000262,,,,78,1035.0283107,left,1,0.9743511000000353,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,10,0,10,0,,,,,0,3,3,4,,,,,,,,1033.64127,1034.4032062,0.7619362000000365,,,,79,1039.948601,left,1,0.7338613999999097,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,,,,,0,4,4,3,,,,,,,,1038.3247582000001,1039.2200462,0.8952879999999368,,,,80,1044.6321773,left,1,0.866190999999958,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,10,0,10,0,,,,,0,5,5,0,,,,,,,,1043.1174804,1043.7870181,0.6695377000000917,,,,81,1049.4248360000001,right,1,0.6411558999999443,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,,,,,,,,,0,0,0,1,,,,1047.7230419,1048.3868133,0.6637714000000869,,,,82,,,,,right,1,0.6432965000000195,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,,,,,,,,,0,1,1,5,,,,1052.2819974000001,1053.0034183,0.7214208999998846,,,,80,,,,,right,0,0.6925671000000193,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,,,,,,,,,0,2,2,3,,,,1056.9033762000001,1057.6202308000002,0.7168546000000333,,,,78,,,,,right,0,0.6873388000000205,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,10,0,10,0,,,,,,,,,0,3,3,4,,,,1061.590993,1062.5119862000001,0.9209932000001118,,,,79,,,,,left,1,0.887133899999867,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,,,,,,,,,0,4,4,2,,,,1066.4298193,1067.3867523000001,0.9569330000001628,,,,80,,,,,right,1,0.9282991000001175,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,10,0,10,0,,,,,,,,,0,5,5,0,,,,1071.3073649,1072.1533573000002,0.8459924000001138,,,,81,,,,,right,1,0.8280547000000524,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.5883221,1079.5883221,1079.5883221,space,2.19760749999989,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,,,,,,,,,,,,1078.256125,1079.1201143,0.8639892999999574,right,1,0.8466309000001502,82,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,11,0,11,0,0,1,1,2,,,,,,,,,,,,1083.0161705,1083.7369410000001,0.7207705000000715,right,1,0.6946398999999701,83,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,11,0,11,0,0,2,2,3,,,,,,,,,,,,1087.6632083000002,1088.3868927,0.723684399999911,left,1,0.6955827000000454,84,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,11,0,11,0,0,3,3,5,,,,,,,,,,,,1092.2989523,1093.1200919,0.821139599999924,left,1,0.7950587999999925,85,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,11,0,11,0,0,4,4,4,,,,,,,,,,,,1097.0135145000002,1097.8040463,0.790531799999826,left,1,0.7694765000002235,86,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,11,0,11,0,0,5,5,1,,,,,,,,,,,,1101.7722505000002,1102.3866272,0.6143766999998661,right,1,0.5858301000001802,87,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,11,0,11,0,,,,,0,0,0,2,,,,,,,,1106.3220488000002,1107.1366049,0.8145560999998906,,,,88,1112.6293918000001,right,1,0.7817647999999053,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,11,0,11,0,,,,,0,1,1,1,,,,,,,,1111.0426969,1111.7538981,0.711201200000005,,,,89,1117.3500608999998,right,1,0.6923998999999412,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,11,0,11,0,,,,,0,2,2,4,,,,,,,,1115.7237824000001,1116.5367794000001,0.8129969999999958,,,,90,1122.0311203,left,1,0.7870781000000306,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,11,0,11,0,,,,,0,3,3,5,,,,,,,,1120.4909606,1121.6366691,1.1457084999999552,,,,91,1126.7983126,left,1,1.1233842000000323,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,11,0,11,0,,,,,0,4,4,0,,,,,,,,1125.529524,1126.1367438,0.6072197999999389,,,,92,1131.8368882,right,1,0.5901473000000124,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,11,0,11,0,,,,,0,5,5,3,,,,,,,,1130.0663056,1130.8530827000002,0.7867771000001085,,,,93,1136.3736622000001,left,1,0.7637352000000419,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,11,0,11,0,,,,,,,,,0,0,0,5,,,,1134.7487347,1135.7200520000001,0.9713173000000097,,,,94,,,,,left,1,0.9385793000000149,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,11,0,11,0,,,,,,,,,0,1,1,3,,,,1139.6659437,1140.2869244,0.6209807000000183,,,,95,,,,,left,1,0.5969481000000769,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,11,0,11,0,,,,,,,,,0,2,2,0,,,,1144.1688546,1144.9211268000001,0.7522722000001067,,,,96,,,,,right,1,0.7259886000000506,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,11,0,11,0,,,,,,,,,0,3,3,4,,,,1148.8903533,1149.6537769000001,0.7634236000001238,,,,97,,,,,left,1,0.7315328999999338,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,11,0,11,0,,,,,,,,,0,4,4,1,,,,1153.5903572,1154.2033333000002,0.6129761000001963,,,,98,,,,,right,1,0.5844849000001204,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,11,0,11,0,,,,,,,,,0,5,5,2,,,,1158.1075073000002,1158.7702325,0.6627251999998407,,,,96,,,,,left,0,0.6434596000000283,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.2053892,1166.2053892,1166.2053892,space,1.7414270999998962,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,,,,,,,,,,,,1164.4339359,1165.5367156,1.1027796999999282,right,1,1.077970799999889,97,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,12,0,12,0,0,1,1,4,,,,,,,,,,,,1169.4295511,1170.2701737,0.8406225999999606,left,1,0.8173717000000806,98,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,12,0,12,0,0,2,2,5,,,,,,,,,,,,1174.1857200000002,1174.8204705,0.6347504999998819,left,1,0.6136853000001565,99,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,12,0,12,0,0,3,3,1,,,,,,,,,,,,1178.7948007,1179.5036313,0.7088306000000557,right,1,0.6763827000000902,100,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,12,0,12,0,0,4,4,3,,,,,,,,,,,,1183.4238337000002,1184.0868297000002,0.662996000000021,left,1,0.6462717000000566,101,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,12,0,12,0,0,5,5,2,,,,,,,,,,,,1187.9735269,1188.6368779000002,0.6633510000001479,right,1,0.633549200000175,102,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,12,0,12,0,,,,,0,0,0,4,,,,,,,,1192.5278629000002,1193.2536092,0.7257462999998552,,,,103,1198.8352181,left,1,0.6945260999999618,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,12,0,12,0,,,,,0,1,1,0,,,,,,,,1197.1702017,1197.9537252,0.7835235000000011,,,,101,1203.4775226000002,left,0,0.7647676000000274,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,12,0,12,0,,,,,0,2,2,3,,,,,,,,1201.8548598,1202.6368818,0.7820220000000973,,,,102,1208.1622265,left,1,0.7518917000001011,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,12,0,12,0,,,,,0,3,3,1,,,,,,,,1206.536875,1207.2201293,0.6832543000000442,,,,103,1212.844235,right,1,0.6623777000000928,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,12,0,12,0,,,,,0,4,4,2,,,,,,,,1211.128858,1211.9704143000001,0.841556300000093,,,,104,1217.4362219,right,1,0.8137356000000864,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,12,0,12,0,,,,,0,5,5,5,,,,,,,,1215.8828330000001,1216.6703909,0.7875578999999107,,,,105,1222.1901822,left,1,0.7560297000001128,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,12,0,12,0,,,,,,,,,0,0,0,2,,,,1220.5943363000001,1221.5040267000002,0.909690400000045,,,,106,,,,,right,1,0.8767661999999063,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,12,0,12,0,,,,,,,,,0,1,1,5,,,,1225.4378393000002,1226.3538587,0.9160193999998683,,,,107,,,,,left,1,0.889162600000077,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,12,0,12,0,,,,,,,,,0,2,2,3,,,,1230.3128495,1231.3700808,1.0572313000000122,,,,105,,,,,right,0,1.0306507000001375,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,12,0,12,0,,,,,,,,,0,3,3,4,,,,1235.2735952,1236.4367418000002,1.1631466000001183,,,,106,,,,,left,1,1.1338101000000051,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,12,0,12,0,,,,,,,,,0,4,4,1,,,,1240.3521853,1241.0369954,0.6848101000000497,,,,107,,,,,right,1,0.6621794999999793,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,12,0,12,0,,,,,,,,,0,5,5,0,,,,1244.9643859,1245.8536808000001,0.8892949000000954,,,,105,,,,,left,0,0.8583053999999493,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.3053968999998,1253.3053968999998,1253.3053968999998,space,3.7846821000001682,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,,,,,,,,,,,,1253.5945513000001,1254.6869139,1.0923625999998876,right,1,1.0602559000000156,106,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,13,0,13,0,0,1,1,0,,,,,,,,,,,,1258.6230744000002,1259.8037663,1.1806918999998288,right,1,1.1521098000001757,107,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,13,0,13,0,0,2,2,4,,,,,,,,,,,,1263.7008453,1264.4543196,0.7534742999998798,left,1,0.7215386000001445,108,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,13,0,13,0,0,3,3,3,,,,,,,,,,,,1268.3785293,1269.0037752,0.6252458999999817,left,1,0.5969002000000501,109,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,13,0,13,0,0,4,4,5,,,,,,,,,,,,1272.8899867,1273.5370754,0.6470887000000403,left,1,0.6214335999999321,110,,,,,,,,,,,,,,,Tokka,2023-07-20_13h53.25.030,Rewa's Exp,2023.1.2,59.986419074716224,
