trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.964089500019327,12.973609100095928,12.973609100095928,14.522916099987924,14.522916099987924,14.522916099987924,14.522916099987924,14.522916099987924,,,,,,,
