Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,4,10.586480199825019,11.606122999917716,13.145962099777535,13.145962099777535,13.145962099777535,13.145962099777535,13.145962099777535,14.26150989998132,14.26150989998132,14.26150989998132,14.26150989998132,14.26150989998132,14.26150989998132,right,0.44400330004282296,14.864965799963102,15.86564589990303,,797481,001,2023-07-11_14h09.57.470,Rewa's Exp,2023.1.2,60.024081621308994,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,1,1,0,,15.86564589990303,17.37964089983143,17.37964089983143,17.37964089983143,17.37964089983143,17.37964089983143,19.18037959979847,19.18037959979847,19.18037959979847,19.18037959979847,19.18037959979847,19.18037959979847,left,0.8690897999331355,20.194758699974045,21.198935799999163,17.37964089983143,797481,001,2023-07-11_14h09.57.470,Rewa's Exp,2023.1.2,60.024081621308994,
,,,,,,,,,,,,,,21.198935799999163,,,,,,,,,,,,,,,,,,,,,,,
