Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,fix.started,image.started,circle_4.started,fix_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,red,green,right,None,0,0,0,0,0,0,0,4,12.261857299832627,13.284113599918783,14.776961899828166,14.776961899828166,14.776961899828166,16.004325699992478,16.004325699992478,16.004325699992478,16.004325699992478,16.004325699992478,16.004325699992478,16.004325699992478,17.015170899918303,None,17.483674799790606,985167,001,2023-07-11_12h55.34.357,Rewa's Exp,2023.1.2,60.00272413044787,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,1,,18.492728599812835,20.053645899984986,20.053645899984986,20.053645899984986,21.71731559978798,21.71731559978798,21.71731559978798,21.71731559978798,21.71731559978798,21.71731559978798,21.71731559978798,22.731516500003636,None,24.211034099804237,985167,001,2023-07-11_12h55.34.357,Rewa's Exp,2023.1.2,60.00272413044787,
,,,,,,,,,,,,,,25.226054099854082,26.726903499802575,26.726903499802575,26.726903499802575,28.452062599826604,28.452062599826604,28.452062599826604,28.452062599826604,28.452062599826604,28.452062599826604,28.452062599826604,,,,,,,,,,
