Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,image.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,text_3.stopped,fix.stopped,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,10.914504900109023,11.915540100075305,11.915540100075305,12.485280000139028,13.593085800064728,13.593085800064728,13.593085800064728,13.593085800064728,13.593085800064728,13.593085800064728,13.593085800064728,14.604211499914527,None,16.071940900059417,,,,979225,001,2023-07-11_12h45.27.309,Rewa's Exp,2023.1.2,60.02635150342034,
Countdown_1.5s.mp4,green,red,left,None,0,0,0,0,0,1,1,5,,,17.08091440005228,17.580904599977657,19.314516900107265,19.314516900107265,19.314516900107265,19.314516900107265,19.314516900107265,19.314516900107265,19.314516900107265,20.319824000122026,None,20.805095199961215,21.814263300038874,,,979225,001,2023-07-11_12h45.27.309,Rewa's Exp,2023.1.2,60.02635150342034,
,,,,,,,,,,,,,,,21.814263300038874,22.31517540011555,23.995597600005567,23.995597600005567,23.995597600005567,23.995597600005567,23.995597600005567,23.995597600005567,23.995597600005567,25.003421100089327,,,,22.31517540011555,23.995597600005567,,,,,,,
