trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.04883800004609,12.066699899965897,13.606343399966136,13.606343399966136,13.606343399966136,13.606343399966136,13.606343399966136,14.71781609999016,14.71781609999016,14.71781609999016,14.71781609999016,14.71781609999016,14.71781609999016,right,0.4927709000185132,,,,,,,
