Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,polygon_2.started,movie_2.started,circle_2.started,key_resp_2.started,polygon_2.stopped,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,0,0,0,0,11.593207100173458,12.605431100120768,41.28828620002605,42.81530260015279,42.81530260015279,42.81530260015279,42.81530260015279,42.81530260015279,39.66402929998003,39.66402929998003,39.66402929998003,39.66402929998003,39.66402929998003,39.66402929998003,left,0.4247363000176847,45.626412000041455,46.63387260003947,37.863975499989465,43.89070150000043,43.89070150000043,43.89070150000043,43.89070150000043,44.90591400000267,left,1.5985787000972778,219100,001,2023-07-11_14h37.35.917,Rewa's Exp,2023.1.2,59.95085223814336,
,,,,,,,,,,,,,,,,,,,46.63387260003947,48.13956100004725,48.13956100004725,48.13956100004725,48.13956100004725,48.13956100004725,,,,,,,,,,,48.13956100004725,49.43473990005441,49.43473990005441,49.43473990005441,49.43473990005441,50.43938640016131,,,,,,,,,
