trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.598400400020182,11.613258199999109,11.613258199999109,13.174546299967915,13.174546299967915,13.174546299967915,13.174546299967915,13.174546299967915,14.273069000104442,14.273069000104442,14.273069000104442,14.273069000104442,14.273069000104442,14.273069000104442,14.273069000104442,right,0.5266930998768657,,,,,,,
