trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.79726819996722,11.804740899940953,11.804740899940953,13.359340199967846,13.359340199967846,13.359340199967846,13.359340199967846,13.359340199967846,14.47986329998821,14.47986329998821,14.47986329998821,14.47986329998821,14.47986329998821,14.47986329998821,14.47986329998821,left,0.7496956000104547,,,,,,,
