trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.651373600121588,11.665359700098634,11.665359700098634,13.214209000114352,13.214209000114352,13.214209000114352,13.214209000114352,13.214209000114352,14.339519900036976,14.339519900036976,14.339519900036976,14.339519900036976,14.339519900036976,14.339519900036976,14.339519900036976,right,0.4958687999751419,,,,,,,
