trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,17.632350499974564,18.645085299853235,20.19604629999958,20.19604629999958,20.19604629999958,20.19604629999958,20.19604629999958,,,,,,,
