trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,text.started,fix.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.921559000154957,11.937165000010282,12.598896500188857,12.598896500188857,12.598896500188857,12.598896500188857,12.598896500188857,12.598896500188857,12.598896500188857,13.606445700163022,None,,,,,,,,
