Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,image.stopped,circle_4.stopped,fix_2.stopped,Right_2.stopped,Left_2.stopped,polygon_2.started,movie_2.started,circle_2.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,,,,,10.579412400024012,11.593206100165844,11.593206100165844,13.162118999985978,13.162118999985978,13.162118999985978,13.162118999985978,13.162118999985978,14.240903600119054,14.240903600119054,14.240903600119054,14.240903600119054,14.240903600119054,14.240903600119054,left,0.38848520000465214,14.818798399996012,,,,,,,,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,1,,,,,,,15.819676600163803,17.331423500087112,17.331423500087112,17.331423500087112,17.331423500087112,17.331423500087112,19.10734330001287,19.10734330001287,19.10734330001287,19.10734330001287,19.10734330001287,19.10734330001287,left,0.3864678000099957,19.64224399998784,,,,,,,,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,2,2,2,,,,,,,20.652767300140113,22.158963000169024,22.158963000169024,22.158963000169024,22.158963000169024,22.158963000169024,23.95422499999404,23.95422499999404,23.95422499999404,23.95422499999404,23.95422499999404,23.95422499999404,right,0.5558003999758512,24.684681300073862,25.686201200122014,,,,,,,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,3,3,3,,,,,,,25.686201200122014,27.191962100099772,27.191962100099772,27.191962100099772,27.191962100099772,27.191962100099772,29.000623300205916,29.000623300205916,29.000623300205916,29.000623300205916,29.000623300205916,29.000623300205916,right,0.3659798998851329,29.53326220018789,30.536181800067425,27.191962100099772,29.000623300205916,29.000623300205916,29.000623300205916,29.000623300205916,29.000623300205916,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,4,4,4,,,,,,,30.536181800067425,32.04291660012677,32.04291660012677,32.04291660012677,32.04291660012677,32.04291660012677,33.83937570010312,33.83937570010312,33.83937570010312,33.83937570010312,33.83937570010312,33.83937570010312,right,0.6461388999596238,34.66569570009597,,32.04291660012677,,,,,,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,5,5,5,,,,,,,35.66980400006287,37.17540500010364,37.17540500010364,37.17540500010364,37.17540500010364,37.17540500010364,38.886085900012404,38.886085900012404,38.886085900012404,38.886085900012404,38.886085900012404,38.886085900012404,right,0.36865660012699664,39.46030500018969,40.46947880019434,,,,,,,,,,,213048,001,2023-07-11_14h31.24.388,Rewa's Exp,2023.1.2,59.93152220968611,
,,,,,,,,,,,,,,,,,,,40.46947880019434,41.975566799985245,41.975566799985245,41.975566799985245,41.975566799985245,41.975566799985245,,,,,,,,,,,41.975566799985245,,,,,,43.083377700066194,43.083377700066194,43.083377700066194,43.083377700066194,,,,,,,
