Countdown,color1,color2,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,text_countdown.started,polygon.started,movie.started,circle.started,polygon.stopped,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,0,0,0,2,11.417724900180474,12.427559500094503,12.427559500094503,13.101545100100338,13.101545100100338,13.101545100100338,13.101545100100338,14.113905500154942,,877152,001,2023-07-11_11h46.58.129,Rewa's Exp,2023.1.2,60.02660376974862,
Countdown_2.5s.mp4,red,green,0,1,1,0,,,15.259683800162748,16.49702680017799,16.49702680017799,16.49702680017799,16.49702680017799,17.497342200018466,,877152,001,2023-07-11_11h46.58.129,Rewa's Exp,2023.1.2,60.02660376974862,
,,,,,,,,,19.149903499986976,,,,,,,,,,,,,
