trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.386940299998969,12.40041680005379,16.777851700084284,18.29124250006862,18.29124250006862,18.29124250006862,18.29124250006862,18.29124250006862,20.149253699928522,20.149253699928522,20.149253699928522,20.149253699928522,20.149253699928522,20.149253699928522,left,0.6703409999608994,20.966083700070158,16.777851700084284,18.29124250006862,,,,,,,
