trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,text.started,text.stopped,fix.started,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,19.448197199963033,20.45327759999782,20.45327759999782,,,,,,,,
