Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,response.rt,Left_3.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,0,0,1,40.34342229994945,40.34342229994945,40.34342229994945,40.34342229994945,40.34342229994945,40.34342229994945,15.186489899875596,left,0.5882600999902934,44.69270149990916,right,1.0465464000590146,527683,001,2023-07-11_15h47.02.179,Rewa's Exp,2023.1.2,59.99260896604092,
,,,,,,,,,,,,,,,,,,,,,,,,,,49.682693699840456,None,,,,,,,,
