Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,image.stopped,circle_4.stopped,fix_2.stopped,Right_2.stopped,Left_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,0,0,2,16.701259199995548,17.712458800058812,17.712458800058812,19.270793499890715,19.270793499890715,19.270793499890715,19.270793499890715,19.270793499890715,20.375600199913606,20.375600199913606,20.375600199913606,20.375600199913606,20.375600199913606,20.375600199913606,left,0.7935603002551943,21.340793799841776,,,,,,,,465324,001,2023-07-11_14h32.55.814,Rewa's Exp,2023.1.2,59.9444554493874,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,1,,,22.35324149997905,23.859253800008446,23.859253800008446,23.859253800008446,23.859253800008446,23.859253800008446,25.615291699999943,25.615291699999943,25.615291699999943,25.615291699999943,25.615291699999943,25.615291699999943,left,0.47498350008390844,26.23243309999816,27.236680299974978,,,,,,,465324,001,2023-07-11_14h32.55.814,Rewa's Exp,2023.1.2,59.9444554493874,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,2,2,0,,,27.236680299974978,28.74249179987237,28.74249179987237,28.74249179987237,28.74249179987237,28.74249179987237,30.459679099963978,30.459679099963978,30.459679099963978,30.459679099963978,30.459679099963978,30.459679099963978,left,0.35929900011979043,30.953899399843067,31.9533934998326,28.74249179987237,,,,,,465324,001,2023-07-11_14h32.55.814,Rewa's Exp,2023.1.2,59.9444554493874,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,3,3,4,,,31.9533934998326,33.45921169989742,33.45921169989742,33.45921169989742,33.45921169989742,33.45921169989742,35.155737899942324,35.155737899942324,35.155737899942324,35.155737899942324,35.155737899942324,35.155737899942324,left,0.4775997002143413,35.81064489996061,,33.45921169989742,35.155737899942324,35.155737899942324,35.155737899942324,35.155737899942324,35.155737899942324,465324,001,2023-07-11_14h32.55.814,Rewa's Exp,2023.1.2,59.9444554493874,
,,,,,,,,,,,,,,,36.82002249988727,38.32869639992714,38.32869639992714,38.32869639992714,38.32869639992714,38.32869639992714,40.00983279990032,40.00983279990032,40.00983279990032,40.00983279990032,40.00983279990032,40.00983279990032,,,,,,,,,,,,,,,,,
