Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,total_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,response_3.keys,response_3.corr,response_3.rt,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,0,0,0,,,,,,,,,1.1679954999126494,right,1,0.9778809999115765,1,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,1,1,5,,,,,,,,,1.6509657998103648,left,1,0.8462224998511374,2,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,2,2,4,,,,,,,,,1.7676156999077648,left,1,1.0415388999972492,3,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,3,3,1,,,,,,,,,2.8842837000265718,None,0,,1,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,4,4,3,,,,,,,,,2.2675409000366926,None,0,,-1,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,0,5,5,2,,,,,,,,,2.3172410998959094,None,0,,-3,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,0,0,0,1,,,,,1.984363699797541,,,,-5,132.449460899923,None,0,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,,,,,0,1,1,2,,,,,1.8511793999932706,,,,-7,138.20222330000252,None,0,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,0,2,2,0,,,,,2.6511735001113266,,,,-9,143.7320227001328,None,0,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,,,,,0,3,3,3,,,,,1.867346900049597,,,,-11,149.9719471000135,None,0,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,0,4,4,4,,,,,2.6676717000082135,,,,-13,155.5082602999173,None,0,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,0,5,5,5,,,,,1.2841299001593143,,,,-12,161.74117160006426,left,1,0.9831945998594165,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,,,,,,,,,0,0,0,4,2.567944300128147,,,,-14,,,,,None,0,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,,,,,,,,,0,1,1,1,2.3343061998020858,,,,-16,,,,,None,0,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,,,,,,,,,0,2,2,0,1.867676599882543,,,,-18,,,,,left,0,1.557837100001052,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,0,0,0,0,,,,,,,,,0,3,3,2,1.6512145998422056,,,,-20,,,,,None,0,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,,,,,,,,,0,4,4,3,0.9181135001126677,,,,-19,,,,,left,1,0.6061056000180542,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,,,,,,,,,0,5,5,5,2.2178758999798447,,,,-21,,,,,None,0,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,197.18595640012063,198.18592089996673,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,0,0,0,2,,,,,,,,,1.7341629997827113,None,0,,-23,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,0,1,1,4,,,,,,,,,1.1677683999296278,left,1,0.8558976000640541,-22,,,,,,,,,,313274,001,2023-07-12_14h41.11.452,Rewa's Exp,2023.1.2,60.016768715047824,
