trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,response.rt,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,21.650742700090632,40.27308730012737,36.24582290020771,36.24582290020771,36.24582290020771,36.24582290020771,36.24582290020771,38.0598111001309,38.0598111001309,38.0598111001309,38.0598111001309,38.0598111001309,38.0598111001309,39.062078500166535,left,39.27229500003159,1.0420447997748852,40.27308730012737,,,,,,,
