trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,text_3.started,text_3.stopped,fix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.736015999922529,17.21607550000772,18.72440980002284,18.72440980002284,18.72440980002284,18.72440980002284,18.72440980002284,20.434264600044116,20.434264600044116,20.434264600044116,20.434264600044116,20.434264600044116,20.434264600044116,left,0.5933352001011372,16.21513230004348,17.21607550000772,18.72440980002284,,,,,,,
