trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.518463500076905,12.526896100025624,12.526896100025624,14.084543399978429,14.084543399978429,14.084543399978429,14.084543399978429,14.084543399978429,15.188868100056425,15.188868100056425,15.188868100056425,15.188868100056425,15.188868100056425,15.188868100056425,right,0.49932039994746447,,,,,,,
