Countdown,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,text.started,text.stopped,fix.started,fix.stopped,text_countdown.started,polygon.started,movie.started,circle.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2.5s.mp4,0,0,0,0,,,,,10.210122799966484,11.214790500001982,11.214790500001982,11.888599199941382,11.888599199941382,11.888599199941382,11.888599199941382,11.888599199941382,12.904136199969798,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_1s.mp4,0,1,1,3,,,,,,,14.527265100041404,15.723870200105011,15.723870200105011,15.723870200105011,15.723870200105011,15.723870200105011,16.73699100012891,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_2s.mp4,0,2,2,1,,,,,,,16.85611109994352,18.226075900020078,18.226075900020078,18.226075900020078,18.226075900020078,18.226075900020078,19.236828800057992,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_1.5s.mp4,0,3,3,2,,,,,,,20.358202599920332,21.554851700086147,21.554851700086147,21.554851700086147,21.554851700086147,21.554851700086147,22.55349799990654,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_2.5s.mp4,,,,,0,0,0,0,,,23.21258040005341,24.524002300109714,24.524002300109714,24.524002300109714,24.524002300109714,24.524002300109714,25.536734800087288,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_2s.mp4,,,,,0,1,1,1,,,27.176970399916172,28.374069799901918,28.374069799901918,28.374069799901918,28.374069799901918,28.374069799901918,29.386844200082123,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
Countdown_1s.mp4,,,,,0,2,2,3,,,30.506640099920332,31.709229599917307,31.709229599917307,31.709229599917307,31.709229599917307,31.709229599917307,32.720243100076914,805959,001,2023-07-11_11h21.40.405,Rewa's Exp,2023.1.2,60.03363083049735,
,,,,,,,,,,,32.881079100072384,34.066255700076,34.066255700076,34.066255700076,34.066255700076,34.066255700076,35.07024749997072,,,,,,,
