trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,text.started,text.stopped,fix.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.277282299939543,11.292110800044611,11.292110800044611,11.976731600007042,11.976731600007042,11.976731600007042,11.976731600007042,11.976731600007042,11.976731600007042,11.976731600007042,12.991723600076512,None,15.019000299973413,,,,,,,
