Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,image.started,circle_4.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,text_3.started,text_3.stopped,fix.stopped,image.stopped,circle_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,None,0,0,0,0,0,0,0,2,11.853752800030634,12.86421739985235,12.86421739985235,14.37462139991112,14.37462139991112,15.550328299868852,15.550328299868852,15.550328299868852,15.550328299868852,15.550328299868852,15.550328299868852,15.550328299868852,16.563499900046736,None,17.515853099990636,,,,,457145,001,2023-07-11_12h49.12.334,Rewa's Exp,2023.1.2,60.00456040925763,
Countdown_2s.mp4,green,red,left,None,0,0,0,0,0,1,1,3,,,18.523667299887165,20.0246412998531,20.0246412998531,21.77478430001065,21.77478430001065,21.77478430001065,21.77478430001065,21.77478430001065,21.77478430001065,21.77478430001065,22.77952910005115,None,23.74528619996272,24.757074299966916,,,,457145,001,2023-07-11_12h49.12.334,Rewa's Exp,2023.1.2,60.00456040925763,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,2,2,1,,,24.757074299966916,26.294692900031805,26.294692900031805,28.02341359993443,28.02341359993443,28.02341359993443,28.02341359993443,28.02341359993443,28.02341359993443,28.02341359993443,29.02926649991423,None,30.51522609987296,31.523665699874982,26.294692900031805,,,457145,001,2023-07-11_12h49.12.334,Rewa's Exp,2023.1.2,60.00456040925763,
Countdown_1.5s.mp4,green,red,left,None,0,0,0,0,0,3,3,5,,,31.523665699874982,33.024556200020015,33.024556200020015,34.761544399894774,34.761544399894774,34.761544399894774,34.761544399894774,34.761544399894774,34.761544399894774,34.761544399894774,35.76306479983032,None,36.25343229994178,37.25699010002427,33.024556200020015,34.761544399894774,34.761544399894774,457145,001,2023-07-11_12h49.12.334,Rewa's Exp,2023.1.2,60.00456040925763,
,,,,,,,,,,,,,,,37.25699010002427,,,,,,,,,,,,,,,,,,,,,,,
