Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,text.started,text.stopped,fix.started,fix.stopped,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,response.rt,text_3.started,text_3.stopped,image.stopped,circle_4.stopped,fix_2.stopped,Right_2.stopped,Left_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,0,0,0,0,0,0,0,3,12.074989000102505,13.078009800054133,13.078009800054133,14.624400400090963,14.624400400090963,14.624400400090963,14.624400400090963,14.624400400090963,14.624400400090963,15.782556999940425,15.782556999940425,15.782556999940425,15.782556999940425,15.782556999940425,15.782556999940425,16.783039100002497,right,1.751018599839881,17.700311899883673,,,,,,,049542,001,2023-07-11_14h25.16.854,Rewa's Exp,2023.1.2,60.01172628279745,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,1,,,18.710629699984565,,20.219755300087854,20.219755300087854,20.219755300087854,20.219755300087854,20.219755300087854,21.861960199894384,21.861960199894384,21.861960199894384,21.861960199894384,21.861960199894384,21.861960199894384,,left,0.7529114000499249,22.752600299892947,23.760750399902463,,,,,,049542,001,2023-07-11_14h25.16.854,Rewa's Exp,2023.1.2,60.01172628279745,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,0,0,0,0,0,2,2,2,,,23.760750399902463,25.267843100009486,25.267843100009486,25.267843100009486,25.267843100009486,25.267843100009486,25.267843100009486,27.077492699958384,27.077492699958384,27.077492699958384,27.077492699958384,27.077492699958384,27.077492699958384,,left,0.7040731001179665,27.976803000085056,28.977469299919903,,,,,,049542,001,2023-07-11_14h25.16.854,Rewa's Exp,2023.1.2,60.01172628279745,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,3,3,5,,,28.977469299919903,30.483169799903408,30.483169799903408,30.483169799903408,30.483169799903408,30.483169799903408,30.483169799903408,32.28735059988685,32.28735059988685,32.28735059988685,32.28735059988685,32.28735059988685,32.28735059988685,33.29948589997366,right,1.222849000012502,33.65871879993938,34.660760399885476,,,,,,049542,001,2023-07-11_14h25.16.854,Rewa's Exp,2023.1.2,60.01172628279745,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,0,0,0,0,0,4,4,0,,,34.660760399885476,36.16681839991361,36.16681839991361,36.16681839991361,36.16681839991361,36.16681839991361,36.16681839991361,37.83126479992643,37.83126479992643,37.83126479992643,37.83126479992643,37.83126479992643,37.83126479992643,38.833235499914736,left,1.3824078999459743,39.36340499995276,,37.83126479992643,37.83126479992643,37.83126479992643,37.83126479992643,37.83126479992643,049542,001,2023-07-11_14h25.16.854,Rewa's Exp,2023.1.2,60.01172628279745,
,,,,,,,,,,,,,,,40.37750820000656,,41.883218199945986,41.883218199945986,41.883218199945986,41.883218199945986,41.883218199945986,43.58291979995556,43.58291979995556,43.58291979995556,43.58291979995556,43.58291979995556,43.58291979995556,,,,,,,,,,,,,,,,,
