trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,DotsshowRT,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,1.1014497999567538,left,1,0.9098640000447631,,,,,,,
