trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,polygon.stopped,response.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.230095200007781,12.250464000040665,13.790610200027004,13.790610200027004,13.790610200027004,13.790610200027004,13.790610200027004,14.903761600144207,14.903761600144207,14.903761600144207,14.903761600144207,14.903761600144207,14.903761600144207,14.903761600144207,15.915232700062916,None,,,,,,,
