trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,30.52274549996946,31.99958110001171,1.47683560004225,None,0,,,,,,
