trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,text.stopped,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.578486499842256,11.58345069992356,11.58345069992356,13.147023199824616,13.147023199824616,13.147023199824616,13.147023199824616,13.147023199824616,14.26508289994672,14.26508289994672,14.26508289994672,14.26508289994672,14.26508289994672,14.26508289994672,right,0,0.837816100101918,,,,,,,
