Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,1.3178302999585867,left,1,1.1132818998303264,479896,001,2023-07-11_16h11.35.359,Rewa's Exp,2023.1.2,60.07095579382185,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,0,0,0,0,0,1,1,4,2.0011964000295848,right,0,1.2034076999407262,479896,001,2023-07-11_16h11.35.359,Rewa's Exp,2023.1.2,60.07095579382185,
