trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.843455700203776,12.860941900173202,14.404573800042272,14.404573800042272,14.404573800042272,14.404573800042272,14.404573800042272,15.51070490013808,15.51070490013808,15.51070490013808,15.51070490013808,15.51070490013808,15.51070490013808,15.51070490013808,right,0.8862594000529498,,,,,,,
